Pos,No,Driver,Car,Time,Gap,Laps
1,2,David CoulthardCOU,McLaren Mercedes,1:20.602,,34
2,3,Michael SchumacherMSC,Ferrari,1:20.611,+0.009s,37
3,4,Rubens BarrichelloBAR,Ferrari,1:20.623,+0.021s,32
4,8,Johnny HerbertHER,Jaguar Cosworth,1:21.174,+0.572s,40
5,1,Mika HakkinenHAK,McLaren Mercedes,1:21.370,+0.768s,36
6,6,Jarno TrulliTRU,Jordan Mugen Honda,1:21.380,+0.778s,29
7,17,Mika SaloSAL,Sauber Petronas,1:21.487,+0.885s,30
8,7,Eddie IrvineIRV,Jaguar Cosworth,1:21.592,+0.990s,38
9,11,Giancarlo FisichellaFIS,Benetton Playlife,1:21.687,+1.085s,39
10,22,Jacques VilleneuveVIL,BAR Honda,1:21.846,+1.244s,31
11,14,Jean AlesiALE,Prost Peugeot,1:22.022,+1.420s,39
12,19,Jos VerstappenVER,Arrows Supertec,1:22.065,+1.463s,51
13,20,Marc GeneGEN,Minardi Fondmetal,1:22.176,+1.574s,31
14,18,Pedro de la RosaDLR,Arrows Supertec,1:22.176,+1.574s,41
15,5,Heinz-Harald FrentzenFRE,Jordan Mugen Honda,1:22.262,+1.660s,38
16,10,Jenson ButtonBUT,Williams BMW,1:22.343,+1.741s,42
17,16,Pedro DinizDIN,Sauber Petronas,1:22.507,+1.905s,34
18,12,Alexander WurzWUR,Benetton Playlife,1:22.582,+1.980s,37
19,21,Gaston MazzacaneMAZ,Minardi Fondmetal,1:22.606,+2.004s,47
20,23,Ricardo ZontaZON,BAR Honda,1:22.668,+2.066s,19
21,9,Ralf SchumacherRSC,Williams BMW,1:22.933,+2.331s,18
22,15,Nick HeidfeldHEI,Prost Peugeot,1:23.543,+2.941s,13
