Pos,No,Driver,Car,Time,Gap,Laps
1,3,Michael SchumacherMSC,Ferrari,1:32.130,,15
2,2,David CoulthardCOU,McLaren Mercedes,1:32.144,+0.014s,32
3,4,Rubens BarrichelloBAR,Ferrari,1:32.482,+0.352s,30
4,1,Mika HakkinenHAK,McLaren Mercedes,1:32.702,+0.572s,24
5,22,Jacques VilleneuveVIL,BAR Honda,1:33.525,+1.395s,36
6,16,Pedro DinizDIN,Sauber Petronas,1:33.597,+1.467s,34
7,5,Heinz-Harald FrentzenFRE,Jordan Mugen Honda,1:33.698,+1.568s,35
8,12,Alexander WurzWUR,Benetton Playlife,1:33.718,+1.588s,33
9,23,Ricardo ZontaZON,BAR Honda,1:33.847,+1.717s,38
10,7,Eddie IrvineIRV,Jaguar Cosworth,1:33.899,+1.769s,24
11,17,Mika SaloSAL,Sauber Petronas,1:33.940,+1.810s,35
12,21,Gaston MazzacaneMAZ,Minardi Fondmetal,1:33.988,+1.858s,35
13,11,Giancarlo FisichellaFIS,Benetton Playlife,1:34.049,+1.919s,30
14,18,Pedro de la RosaDLR,Arrows Supertec,1:34.060,+1.930s,30
15,6,Jarno TrulliTRU,Jordan Mugen Honda,1:34.151,+2.021s,20
16,9,Ralf SchumacherRSC,Williams BMW,1:34.158,+2.028s,15
17,8,Johnny HerbertHER,Jaguar Cosworth,1:34.414,+2.284s,11
18,10,Jenson ButtonBUT,Williams BMW,1:34.547,+2.417s,40
19,20,Marc GeneGEN,Minardi Fondmetal,1:34.696,+2.566s,22
20,19,Jos VerstappenVER,Arrows Supertec,1:34.708,+2.578s,19
21,14,Jean AlesiALE,Prost Peugeot,1:35.613,+3.483s,18
22,15,Nick HeidfeldHEI,Prost Peugeot,1:35.997,+3.867s,23
