Pos,No,Driver,Car,Time,Gap,Laps
1,3,Michael SchumacherMSC,Ferrari,1:37.728,,26
2,1,Mika HakkinenHAK,McLaren Mercedes,1:38.339,+0.611s,31
3,4,Rubens BarrichelloBAR,Ferrari,1:38.537,+0.809s,19
4,2,David CoulthardCOU,McLaren Mercedes,1:39.010,+1.282s,31
5,10,Jenson ButtonBUT,Williams BMW,1:39.111,+1.383s,37
6,6,Jarno TrulliTRU,Jordan Mugen Honda,1:39.261,+1.533s,26
7,5,Heinz-Harald FrentzenFRE,Jordan Mugen Honda,1:39.529,+1.801s,28
8,18,Pedro de la RosaDLR,Arrows Supertec,1:39.547,+1.819s,26
9,22,Jacques VilleneuveVIL,BAR Honda,1:39.669,+1.941s,34
10,23,Ricardo ZontaZON,BAR Honda,1:39.887,+2.159s,37
11,7,Eddie IrvineIRV,Jaguar Cosworth,1:40.014,+2.286s,26
12,9,Ralf SchumacherRSC,Williams BMW,1:40.166,+2.438s,24
13,16,Pedro DinizDIN,Sauber Petronas,1:40.328,+2.600s,30
14,15,Nick HeidfeldHEI,Prost Peugeot,1:40.403,+2.675s,37
15,17,Mika SaloSAL,Sauber Petronas,1:40.431,+2.703s,31
16,11,Giancarlo FisichellaFIS,Benetton Playlife,1:40.520,+2.792s,30
17,19,Jos VerstappenVER,Arrows Supertec,1:40.523,+2.795s,28
18,8,Johnny HerbertHER,Jaguar Cosworth,1:40.824,+3.096s,27
19,12,Alexander WurzWUR,Benetton Playlife,1:40.985,+3.257s,10
20,14,Jean AlesiALE,Prost Peugeot,1:41.014,+3.286s,24
21,20,Marc GeneGEN,Minardi Fondmetal,1:41.670,+3.942s,26
22,21,Gaston MazzacaneMAZ,Minardi Fondmetal,1:45.238,+7.510s,16
