Pos,No,Driver,Car,Time,Gap,Laps
1,2,David CoulthardCOU,McLaren Mercedes,1:16.253,,9
2,3,Michael SchumacherMSC,Ferrari,1:16.474,+0.221s,25
3,1,Mika HakkinenHAK,McLaren Mercedes,1:16.687,+0.434s,23
4,4,Rubens BarrichelloBAR,Ferrari,1:16.757,+0.504s,13
5,17,Mika SaloSAL,Sauber Petronas,1:17.371,+1.118s,30
6,11,Giancarlo FisichellaFIS,Benetton Playlife,1:18.032,+1.779s,31
7,6,Jarno TrulliTRU,Jordan Mugen Honda,1:18.041,+1.788s,9
8,15,Nick HeidfeldHEI,Prost Peugeot,1:18.125,+1.872s,34
9,9,Ralf SchumacherRSC,Williams BMW,1:18.148,+1.895s,22
10,5,Heinz-Harald FrentzenFRE,Jordan Mugen Honda,1:18.156,+1.903s,7
11,7,Eddie IrvineIRV,Jaguar Cosworth,1:18.235,+1.982s,23
12,14,Jean AlesiALE,Prost Peugeot,1:18.262,+2.009s,32
13,8,Johnny HerbertHER,Jaguar Cosworth,1:18.586,+2.333s,20
14,12,Alexander WurzWUR,Benetton Playlife,1:18.718,+2.465s,32
15,16,Pedro DinizDIN,Sauber Petronas,1:18.819,+2.566s,30
16,18,Pedro de la RosaDLR,Arrows Supertec,1:18.862,+2.609s,30
17,10,Jenson ButtonBUT,Williams BMW,1:18.969,+2.716s,30
18,22,Jacques VilleneuveVIL,BAR Honda,1:19.130,+2.877s,29
19,19,Jos VerstappenVER,Arrows Supertec,1:19.550,+3.297s,22
20,20,Marc GeneGEN,Minardi Fondmetal,1:19.567,+3.314s,36
21,23,Ricardo ZontaZON,BAR Honda,1:19.697,+3.444s,17
22,21,Gaston MazzacaneMAZ,Minardi Fondmetal,1:20.061,+3.808s,44
