Pos,No,Driver,Car,Time,Gap,Laps
1,1,Mika HakkinenHAK,McLaren Mercedes,1:40.262,,36
2,3,Michael SchumacherMSC,Ferrari,1:40.276,+0.014s,28
3,2,David CoulthardCOU,McLaren Mercedes,1:40.498,+0.236s,27
4,4,Rubens BarrichelloBAR,Ferrari,1:40.877,+0.615s,34
5,6,Jarno TrulliTRU,Jordan Mugen Honda,1:41.304,+1.042s,31
6,9,Ralf SchumacherRSC,Williams BMW,1:41.493,+1.231s,35
7,23,Ricardo ZontaZON,BAR Honda,1:41.497,+1.235s,39
8,11,Giancarlo FisichellaFIS,Benetton Playlife,1:41.593,+1.331s,35
9,12,Alexander WurzWUR,Benetton Playlife,1:41.679,+1.417s,30
10,5,Heinz-Harald FrentzenFRE,Jordan Mugen Honda,1:41.751,+1.489s,28
11,19,Jos VerstappenVER,Arrows Supertec,1:41.914,+1.652s,28
12,10,Jenson ButtonBUT,Williams BMW,1:42.012,+1.750s,36
13,8,Johnny HerbertHER,Jaguar Cosworth,1:42.113,+1.851s,28
14,7,Eddie IrvineIRV,Jaguar Cosworth,1:42.141,+1.879s,31
15,18,Pedro de la RosaDLR,Arrows Supertec,1:42.254,+1.992s,31
16,16,Pedro DinizDIN,Sauber Petronas,1:42.457,+2.195s,31
17,22,Jacques VilleneuveVIL,BAR Honda,1:42.649,+2.387s,17
18,14,Jean AlesiALE,Prost Peugeot,1:42.868,+2.606s,33
19,17,Mika SaloSAL,Sauber Petronas,1:43.284,+3.022s,34
20,21,Gaston MazzacaneMAZ,Minardi Fondmetal,1:43.424,+3.162s,29
21,20,Marc GeneGEN,Minardi Fondmetal,1:43.655,+3.393s,33
22,15,Nick HeidfeldHEI,Prost Peugeot,1:43.786,+3.524s,23
