Pos,No,Driver,Car,Time,Gap,Laps
1,10,Romain GrosjeanGRO,Lotus Renault,1:56.552,,13
2,16,Daniel RicciardoRIC,STR Ferrari,1:56.827,+0.275s,10
3,4,Lewis HamiltonHAM,McLaren Mercedes,1:57.174,+0.622s,6
4,15,Sergio PerezPER,Sauber Ferrari,1:57.664,+1.112s,11
5,6,Felipe MassaMAS,Ferrari,1:58.119,+1.567s,7
6,2,Mark WebberWEB,Red Bull Racing Renault,1:58.463,+1.911s,7
7,14,Kamui KobayashiKOB,Sauber Ferrari,1:58.483,+1.931s,19
8,7,Michael SchumacherMSC,Mercedes,1:58.493,+1.941s,10
9,8,Nico RosbergROS,Mercedes,1:58.942,+2.390s,8
10,17,Jean-Eric VergneVER,STR Ferrari,1:59.076,+2.524s,12
11,1,Sebastian VettelVET,Red Bull Racing Renault,1:59.414,+2.862s,11
12,21,Vitaly PetrovPET,Caterham Renault,1:59.614,+3.062s,9
13,19,Valtteri BottasBOT,Williams Renault,1:59.733,+3.181s,7
14,20,Heikki KovalainenKOV,Caterham Renault,1:59.787,+3.235s,10
15,18,Pastor MaldonadoMAL,Williams Renault,2:00.125,+3.573s,5
16,9,Kimi RäikkönenRAI,Lotus Renault,2:00.253,+3.701s,6
17,3,Jenson ButtonBUT,McLaren Mercedes,2:01.834,+5.282s,6
18,24,Timo GlockGLO,Marussia Cosworth,2:01.835,+5.283s,6
19,22,Pedro de la RosaDLR,HRT Cosworth,2:04.341,+7.789s,9
20,23,Dani ClosCLO,HRT Cosworth,2:05.022,+8.470s,11
21,25,Charles PicPIC,Marussia Cosworth,2:11.760,+15.208s,6
22,5,Fernando AlonsoALO,Ferrari,,,4
23,11,Paul di RestaDIR,Force India Mercedes,,,3
24,12,Jules BianchiBIA,Force India Mercedes,,,1
