Pos,No,Driver,Car,Time,Gap,Laps
1,1,Sebastian VettelVET,Red Bull Racing Renault,1:38.125,,30
2,4,Lewis HamiltonHAM,McLaren Mercedes,1:39.543,+1.418s,28
3,5,Fernando AlonsoALO,Ferrari,1:40.337,+2.212s,29
4,3,Jenson ButtonBUT,McLaren Mercedes,1:40.528,+2.403s,29
5,2,Mark WebberWEB,Red Bull Racing Renault,1:40.650,+2.525s,30
6,6,Felipe MassaMAS,Ferrari,1:40.966,+2.841s,26
7,12,Nico HulkenbergHUL,Force India Mercedes,1:41.023,+2.898s,29
8,14,Kamui KobayashiKOB,Sauber Ferrari,1:41.036,+2.911s,28
9,8,Nico RosbergROS,Mercedes,1:41.159,+3.034s,32
10,15,Sergio PerezPER,Sauber Ferrari,1:41.473,+3.348s,29
11,11,Paul di RestaDIR,Force India Mercedes,1:41.783,+3.658s,29
12,16,Daniel RicciardoRIC,STR Ferrari,1:41.825,+3.700s,28
13,17,Jean-Eric VergneVER,STR Ferrari,1:41.833,+3.708s,29
14,9,Kimi RäikkönenRAI,Lotus Renault,1:41.880,+3.755s,23
15,10,Romain GrosjeanGRO,Lotus Renault,1:41.998,+3.873s,27
16,18,Pastor MaldonadoMAL,Williams Renault,1:42.539,+4.414s,30
17,7,Michael SchumacherMSC,Mercedes,1:42.588,+4.463s,25
18,25,Charles PicPIC,Marussia Cosworth,1:43.288,+5.163s,23
19,20,Heikki KovalainenKOV,Caterham Renault,1:43.443,+5.318s,28
20,21,Vitaly PetrovPET,Caterham Renault,1:43.522,+5.397s,23
21,24,Timo GlockGLO,Marussia Cosworth,1:44.464,+6.339s,24
22,19,Bruno SennaSEN,Williams Renault,1:44.548,+6.423s,29
23,22,Pedro de la RosaDLR,HRT Cosworth,1:46.917,+8.792s,13
24,23,Ma Qing HuaQIN,HRT Cosworth,1:48.559,+10.434s,19
