Pos,No,Driver,Car,Time,Gap,Laps
1,5,Fernando AlonsoALO,Ferrari,1:24.430,,20
2,1,Sebastian VettelVET,Red Bull Racing Renault,1:24.808,+0.378s,18
3,14,Kamui KobayashiKOB,Sauber Ferrari,1:24.912,+0.482s,28
4,3,Jenson ButtonBUT,McLaren Mercedes,1:24.996,+0.566s,24
5,19,Valtteri BottasBOT,Williams Renault,1:25.120,+0.690s,24
6,7,Michael SchumacherMSC,Mercedes,1:25.187,+0.757s,15
7,10,Romain GrosjeanGRO,Lotus Renault,1:25.217,+0.787s,16
8,4,Lewis HamiltonHAM,McLaren Mercedes,1:25.252,+0.822s,20
9,9,Kimi RäikkönenRAI,Lotus Renault,1:25.285,+0.855s,29
10,12,Nico HulkenbergHUL,Force India Mercedes,1:25.339,+0.909s,24
11,17,Jean-Eric VergneVER,STR Ferrari,1:25.367,+0.937s,22
12,6,Felipe MassaMAS,Ferrari,1:25.433,+1.003s,21
13,2,Mark WebberWEB,Red Bull Racing Renault,1:25.539,+1.109s,23
14,8,Nico RosbergROS,Mercedes,1:25.607,+1.177s,20
15,15,Sergio PerezPER,Sauber Ferrari,1:25.918,+1.488s,19
16,16,Daniel RicciardoRIC,STR Ferrari,1:26.226,+1.796s,24
17,18,Pastor MaldonadoMAL,Williams Renault,1:26.297,+1.867s,18
18,11,Jules BianchiBIA,Force India Mercedes,1:26.630,+2.200s,21
19,21,Vitaly PetrovPET,Caterham Renault,1:27.475,+3.045s,20
20,24,Timo GlockGLO,Marussia Cosworth,1:28.267,+3.837s,21
21,20,Alexander RossiRSI,Caterham Renault,1:28.448,+4.018s,25
22,25,Charles PicPIC,Marussia Cosworth,1:28.633,+4.203s,22
23,22,Pedro de la RosaDLR,HRT Cosworth,1:29.107,+4.677s,19
24,23,Dani ClosCLO,HRT Cosworth,1:31.618,+7.188s,19
