Pos,No,Driver,Car,Time,Gap,Laps
1,1,Sebastian VettelVET,Red Bull Racing Renault,1:50.566,,24
2,4,Lewis HamiltonHAM,McLaren Mercedes,1:50.615,+0.049s,15
3,3,Jenson ButtonBUT,McLaren Mercedes,1:51.459,+0.893s,17
4,5,Fernando AlonsoALO,Ferrari,1:51.525,+0.959s,20
5,18,Pastor MaldonadoMAL,Williams Renault,1:51.576,+1.010s,20
6,2,Mark WebberWEB,Red Bull Racing Renault,1:51.655,+1.089s,19
7,12,Nico HulkenbergHUL,Force India Mercedes,1:51.658,+1.092s,24
8,11,Paul di RestaDIR,Force India Mercedes,1:51.943,+1.377s,21
9,16,Daniel RicciardoRIC,STR Ferrari,1:52.275,+1.709s,24
10,15,Sergio PerezPER,Sauber Ferrari,1:52.296,+1.730s,19
11,19,Bruno SennaSEN,Williams Renault,1:52.629,+2.063s,25
12,9,Kimi RäikkönenRAI,Lotus Renault,1:52.716,+2.150s,16
13,14,Kamui KobayashiKOB,Sauber Ferrari,1:52.839,+2.273s,23
14,7,Michael SchumacherMSC,Mercedes,1:52.986,+2.420s,21
15,10,Romain GrosjeanGRO,Lotus Renault,1:53.028,+2.462s,20
16,6,Felipe MassaMAS,Ferrari,1:53.080,+2.514s,17
17,17,Jean-Eric VergneVER,STR Ferrari,1:53.189,+2.623s,25
18,8,Nico RosbergROS,Mercedes,1:53.227,+2.661s,26
19,24,Timo GlockGLO,Marussia Cosworth,1:54.908,+4.342s,20
20,20,Heikki KovalainenKOV,Caterham Renault,1:55.091,+4.525s,16
21,25,Charles PicPIC,Marussia Cosworth,1:55.335,+4.769s,22
22,21,Vitaly PetrovPET,Caterham Renault,1:55.760,+5.194s,22
23,22,Pedro de la RosaDLR,HRT Cosworth,1:56.656,+6.090s,21
24,23,Ma Qing HuaQIN,HRT Cosworth,1:58.053,+7.487s,20
