Pos,No,Driver,Car,Time,Gap,Laps
1,14,Kamui KobayashiKOB,Sauber Ferrari,2:11.389,,20
2,18,Pastor MaldonadoMAL,Williams Renault,2:11.941,+0.552s,14
3,16,Daniel RicciardoRIC,STR Ferrari,2:12.004,+0.615s,12
4,17,Jean-Eric VergneVER,STR Ferrari,2:12.824,+1.435s,15
5,2,Mark WebberWEB,Red Bull Racing Renault,2:13.191,+1.802s,13
6,15,Sergio PerezPER,Sauber Ferrari,2:13.861,+2.472s,16
7,8,Nico RosbergROS,Mercedes,2:14.210,+2.821s,14
8,19,Valtteri BottasBOT,Williams Renault,2:14.660,+3.271s,16
9,1,Sebastian VettelVET,Red Bull Racing Renault,2:14.860,+3.471s,12
10,7,Michael SchumacherMSC,Mercedes,2:15.402,+4.013s,13
11,11,Paul di RestaDIR,Force India Mercedes,2:15.812,+4.423s,11
12,24,Timo GlockGLO,Marussia Cosworth,2:16.409,+5.020s,16
13,12,Nico HulkenbergHUL,Force India Mercedes,2:16.786,+5.397s,10
14,21,Vitaly PetrovPET,Caterham Renault,2:16.788,+5.399s,16
15,4,Lewis HamiltonHAM,McLaren Mercedes,2:16.827,+5.438s,5
16,3,Jenson ButtonBUT,McLaren Mercedes,2:16.861,+5.472s,8
17,25,Charles PicPIC,Marussia Cosworth,2:17.519,+6.130s,14
18,20,Heikki KovalainenKOV,Caterham Renault,2:18.199,+6.810s,10
19,22,Pedro de la RosaDLR,HRT Cosworth,2:19.546,+8.157s,12
20,23,Dani ClosCLO,HRT Cosworth,2:19.689,+8.300s,12
21,10,Romain GrosjeanGRO,Lotus Renault,2:38.701,+27.312s,9
22,5,Fernando AlonsoALO,Ferrari,2:40.749,+29.360s,4
23,9,Kimi RäikkönenRAI,Lotus Renault,2:46.580,+35.191s,9
24,6,Felipe MassaMAS,Ferrari,,,2
