Pos,No,Driver,Car,Time,Gap,Laps
1,4,Lewis HamiltonHAM,McLaren Mercedes,1:15.564,,30
2,1,Sebastian VettelVET,Red Bull Racing Renault,1:15.682,+0.118s,29
3,8,Nico RosbergROS,Mercedes,1:15.782,+0.218s,30
4,5,Fernando AlonsoALO,Ferrari,1:15.842,+0.278s,34
5,2,Mark WebberWEB,Red Bull Racing Renault,1:15.897,+0.333s,28
6,12,Nico HulkenbergHUL,Force India Mercedes,1:15.986,+0.422s,29
7,14,Kamui KobayashiKOB,Sauber Ferrari,1:16.000,+0.436s,31
8,15,Sergio PerezPER,Sauber Ferrari,1:16.249,+0.685s,32
9,7,Michael SchumacherMSC,Mercedes,1:16.264,+0.700s,28
10,3,Jenson ButtonBUT,McLaren Mercedes,1:16.347,+0.783s,12
11,11,Paul di RestaDIR,Force India Mercedes,1:16.460,+0.896s,32
12,6,Felipe MassaMAS,Ferrari,1:16.619,+1.055s,17
13,18,Pastor MaldonadoMAL,Williams Renault,1:16.859,+1.295s,26
14,10,Romain GrosjeanGRO,Lotus Renault,1:16.890,+1.326s,36
15,9,Kimi RäikkönenRAI,Lotus Renault,1:17.014,+1.450s,42
16,17,Jean-Eric VergneVER,STR Ferrari,1:17.352,+1.788s,28
17,16,Daniel RicciardoRIC,STR Ferrari,1:17.580,+2.016s,31
18,21,Vitaly PetrovPET,Caterham Renault,1:17.935,+2.371s,23
19,20,Heikki KovalainenKOV,Caterham Renault,1:18.177,+2.613s,16
20,22,Pedro de la RosaDLR,HRT Cosworth,1:18.182,+2.618s,26
21,19,Bruno SennaSEN,Williams Renault,1:18.762,+3.198s,36
22,23,Narain KarthikeyanKAR,HRT Cosworth,1:19.354,+3.790s,23
23,24,Timo GlockGLO,Marussia Cosworth,1:20.004,+4.440s,21
24,25,Charles PicPIC,Marussia Cosworth,1:20.067,+4.503s,23
