Pos,No,Driver,Car,Laps,Time/retired,Pts
1,3,Jacques VilleneuveVIL,Williams Renault,72,1:52:01.715,10
2,6,Eddie IrvineIRV,Ferrari,72,+0.979s,6
3,11,Ralf SchumacherRSC,Jordan Peugeot,72,+12.089s,4
4,16,Johnny HerbertHER,Sauber Petronas,72,+29.919s,3
5,9,Mika HakkinenHAK,McLaren Mercedes,72,+30.351s,2
6,8,Gerhard BergerBER,Benetton Renault,72,+31.393s,1
7,7,Jean AlesiALE,Benetton Renault,72,+46.359s,0
8,19,Mika SaloSAL,Tyrrell Ford,71,+1 lap,0
9,21,Jarno TrulliTRU,Minardi Hart,71,+1 lap,0
10,23,Jan MagnussenMAG,Stewart Ford,66,DNF,0
NC,17,Nicola LariniLAR,Sauber Petronas,63,DNF,0
NC,2,Pedro DinizDIN,Arrows Yamaha,50,DNF,0
NC,15,Shinji NakanoNAK,Prost Mugen Honda,49,DNF,0
NC,18,Jos VerstappenVER,Tyrrell Ford,43,DNF,0
NC,20,Ukyo KatayamaKAT,Minardi Hart,37,DNF,0
NC,1,Damon HillHIL,Arrows Yamaha,33,DNF,0
NC,12,Giancarlo FisichellaFIS,Jordan Peugeot,24,DNF,0
NC,22,Rubens BarrichelloBAR,Stewart Ford,24,DNF,0
NC,14,Olivier PanisPAN,Prost Mugen Honda,18,DNF,0
NC,4,Heinz-Harald FrentzenFRE,Williams Renault,5,DNF,0
NC,5,Michael SchumacherMSC,Ferrari,0,DNF,0
NC,10,David CoulthardCOU,McLaren Mercedes,0,DNF,0
