Pos,No,Driver,Car,Laps,Time/retired,Pts
1,5,Michael SchumacherMSC,Ferrari,53,1:29:48.446,10
2,4,Heinz-Harald FrentzenFRE,Williams Renault,53,+1.378s,6
3,6,Eddie IrvineIRV,Ferrari,53,+26.384s,4
4,9,Mika HakkinenHAK,McLaren Mercedes,53,+27.129s,3
5,7,Jean AlesiALE,Benetton Renault,53,+40.403s,2
6,16,Johnny HerbertHER,Sauber Petronas,53,+41.630s,1
7,12,Giancarlo FisichellaFIS,Jordan Peugeot,53,+56.825s,0
8,8,Gerhard BergerBER,Benetton Renault,53,+60.429s,0
9,11,Ralf SchumacherRSC,Jordan Peugeot,53,+82.036s,0
10,10,David CoulthardCOU,McLaren Mercedes,52,DNF,0
12,1,Damon HillHIL,Arrows Yamaha,52,+1 lap,0
13,2,Pedro DinizDIN,Arrows Yamaha,52,+1 lap,0
14,18,Jos VerstappenVER,Tyrrell Ford,52,+1 lap,0
NC,21,Tarso MarquesMAR,Minardi Hart,46,DNF,0
NC,19,Mika SaloSAL,Tyrrell Ford,46,DNF,0
NC,14,Olivier PanisPAN,Prost Mugen Honda,36,DNF,0
NC,15,Shinji NakanoNAK,Prost Mugen Honda,22,DNF,0
NC,20,Ukyo KatayamaKAT,Minardi Hart,8,DNF,0
NC,22,Rubens BarrichelloBAR,Stewart Ford,6,DNF,0
NC,23,Jan MagnussenMAG,Stewart Ford,3,DNF,0
