Pos,No,Driver,Car,Laps,Time/retired,Pts
1,3,Jacques VilleneuveVIL,Williams Renault,77,1:45:47.149,10
2,1,Damon HillHIL,Arrows Yamaha,77,+9.079s,6
3,16,Johnny HerbertHER,Sauber Petronas,77,+20.445s,4
4,5,Michael SchumacherMSC,Ferrari,77,+30.501s,3
5,11,Ralf SchumacherRSC,Jordan Peugeot,77,+30.715s,2
6,15,Shinji NakanoNAK,Prost Mugen Honda,77,+41.512s,1
7,14,Jarno TrulliTRU,Prost Mugen Honda,77,+75.552s,0
8,8,Gerhard BergerBER,Benetton Renault,77,+76.409s,0
9,6,Eddie IrvineIRV,Ferrari,76,DNF,0
10,20,Ukyo KatayamaKAT,Minardi Hart,76,+1 lap,0
11,7,Jean AlesiALE,Benetton Renault,76,+1 lap,0
12,21,Tarso MarquesMAR,Minardi Hart,75,+2 laps,0
13,19,Mika SaloSAL,Tyrrell Ford,75,+2 laps,0
NC,10,David CoulthardCOU,McLaren Mercedes,65,DNF,0
NC,18,Jos VerstappenVER,Tyrrell Ford,61,DNF,0
NC,2,Pedro DinizDIN,Arrows Yamaha,53,DNF,0
NC,12,Giancarlo FisichellaFIS,Jordan Peugeot,42,DNF,0
NC,4,Heinz-Harald FrentzenFRE,Williams Renault,29,DNF,0
NC,22,Rubens BarrichelloBAR,Stewart Ford,29,DNF,0
NC,9,Mika HakkinenHAK,McLaren Mercedes,12,DNF,0
NC,17,Gianni MorbidelliMOR,Sauber Petronas,7,DNF,0
NC,23,Jan MagnussenMAG,Stewart Ford,5,DNF,0
