Pos,No,Driver,Car,Laps,Time/retired,Pts
1,3,Jacques VilleneuveVIL,Williams Renault,71,1:27:35.999,10
2,10,David CoulthardCOU,McLaren Mercedes,71,+2.909s,6
3,4,Heinz-Harald FrentzenFRE,Williams Renault,71,+3.962s,4
4,12,Giancarlo FisichellaFIS,Jordan Peugeot,71,+12.127s,3
5,11,Ralf SchumacherRSC,Jordan Peugeot,71,+31.859s,2
6,5,Michael SchumacherMSC,Ferrari,71,+33.410s,1
7,1,Damon HillHIL,Arrows Yamaha,71,+37.207s,0
8,16,Johnny HerbertHER,Sauber Petronas,71,+49.057s,0
9,17,Gianni MorbidelliMOR,Sauber Petronas,71,+66.455s,0
10,8,Gerhard BergerBER,Benetton Renault,70,+1 lap,0
11,20,Ukyo KatayamaKAT,Minardi Hart,69,+2 laps,0
12,18,Jos VerstappenVER,Tyrrell Ford,69,+2 laps,0
13,2,Pedro DinizDIN,Arrows Yamaha,67,DNF,0
14,22,Rubens BarrichelloBAR,Stewart Ford,64,DNF,0
NC,14,Jarno TrulliTRU,Prost Mugen Honda,58,DNF,0
NC,23,Jan MagnussenMAG,Stewart Ford,58,DNF,0
NC,15,Shinji NakanoNAK,Prost Mugen Honda,57,DNF,0
NC,19,Mika SaloSAL,Tyrrell Ford,48,DNF,0
NC,6,Eddie IrvineIRV,Ferrari,38,DNF,0
NC,7,Jean AlesiALE,Benetton Renault,37,DNF,0
NC,9,Mika HakkinenHAK,McLaren Mercedes,1,DNF,0
