Pos,No,Driver,Car,Laps,Time/retired,Pts
1,3,Jacques VilleneuveVIL,Williams Renault,72,1:36:06.990,10
2,8,Gerhard BergerBER,Benetton Renault,72,+4.190s,6
3,14,Olivier PanisPAN,Prost Mugen Honda,72,+15.870s,4
4,9,Mika HakkinenHAK,McLaren Mercedes,72,+33.033s,3
5,5,Michael SchumacherMSC,Ferrari,72,+33.731s,2
6,7,Jean AlesiALE,Benetton Renault,72,+34.020s,1
7,16,Johnny HerbertHER,Sauber Petronas,72,+50.912s,0
8,12,Giancarlo FisichellaFIS,Jordan Peugeot,72,+0.639s,0
9,4,Heinz-Harald FrentzenFRE,Williams Renault,72,+15.402s,0
10,10,David CoulthardCOU,McLaren Mercedes,71,+1 lap,0
11,17,Nicola LariniLAR,Sauber Petronas,71,+1 lap,0
12,21,Jarno TrulliTRU,Minardi Hart,71,+1 lap,0
13,19,Mika SaloSAL,Tyrrell Ford,71,+1 lap,0
14,15,Shinji NakanoNAK,Prost Mugen Honda,71,+1 lap,0
15,18,Jos VerstappenVER,Tyrrell Ford,70,+2 laps,0
16,6,Eddie IrvineIRV,Ferrari,70,+2 laps,0
17,1,Damon HillHIL,Arrows Yamaha,68,DNF,0
18,20,Ukyo KatayamaKAT,Minardi Hart,67,+5 laps,0
NC,11,Ralf SchumacherRSC,Jordan Peugeot,52,DNF,0
NC,22,Rubens BarrichelloBAR,Stewart Ford,16,DNF,0
NC,2,Pedro DinizDIN,Arrows Yamaha,15,DNF,0
