Pos,No,Driver,Car,Laps,Time/retired,Pts
1,5,Michael SchumacherMSC,Ferrari,44,1:33:46.717,10
2,12,Giancarlo FisichellaFIS,Jordan Peugeot,44,+26.753s,6
3,4,Heinz-Harald FrentzenFRE,Williams Renault,44,+32.147s,4
4,16,Johnny HerbertHER,Sauber Petronas,44,+39.025s,3
5,3,Jacques VilleneuveVIL,Williams Renault,44,+42.103s,2
6,8,Gerhard BergerBER,Benetton Renault,44,+63.741s,1
7,2,Pedro DinizDIN,Arrows Yamaha,44,+85.931s,0
8,7,Jean AlesiALE,Benetton Renault,44,+102.008s,0
9,17,Gianni MorbidelliMOR,Sauber Petronas,44,+102.582s,0
10,6,Eddie IrvineIRV,Ferrari,43,DNF,0
11,19,Mika SaloSAL,Tyrrell Ford,43,+1 lap,0
12,23,Jan MagnussenMAG,Stewart Ford,43,+1 lap,0
13,1,Damon HillHIL,Arrows Yamaha,42,DNF,0
14,20,Ukyo KatayamaKAT,Minardi Hart,42,DNF,0
15,14,Jarno TrulliTRU,Prost Mugen Honda,42,+2 laps,0
NC,18,Jos VerstappenVER,Tyrrell Ford,25,DNF,0
NC,11,Ralf SchumacherRSC,Jordan Peugeot,21,DNF,0
NC,10,David CoulthardCOU,McLaren Mercedes,19,DNF,0
NC,21,Tarso MarquesMAR,Minardi Hart,18,DNF,0
NC,22,Rubens BarrichelloBAR,Stewart Ford,8,DNF,0
NC,15,Shinji NakanoNAK,Prost Mugen Honda,5,DNF,0
