Pos,No,Driver,Car,Laps,Time/retired,Pts
1,5,Michael SchumacherMSC,Ferrari,62,2:00:05.654,10
2,22,Rubens BarrichelloBAR,Stewart Ford,62,+53.306s,6
3,6,Eddie IrvineIRV,Ferrari,62,+82.108s,4
4,14,Olivier PanisPAN,Prost Mugen Honda,62,+104.402s,3
5,19,Mika SaloSAL,Tyrrell Ford,61,+1 lap,2
6,12,Giancarlo FisichellaFIS,Jordan Peugeot,61,+1 lap,1
7,23,Jan MagnussenMAG,Stewart Ford,61,+1 lap,0
8,18,Jos VerstappenVER,Tyrrell Ford,60,+2 laps,0
9,8,Gerhard BergerBER,Benetton Renault,60,+2 laps,0
10,20,Ukyo KatayamaKAT,Minardi Hart,60,+2 laps,0
NC,4,Heinz-Harald FrentzenFRE,Williams Renault,39,DNF,0
NC,15,Shinji NakanoNAK,Prost Mugen Honda,36,DNF,0
NC,17,Nicola LariniLAR,Sauber Petronas,24,DNF,0
NC,7,Jean AlesiALE,Benetton Renault,16,DNF,0
NC,3,Jacques VilleneuveVIL,Williams Renault,16,DNF,0
NC,11,Ralf SchumacherRSC,Jordan Peugeot,10,DNF,0
NC,16,Johnny HerbertHER,Sauber Petronas,9,DNF,0
NC,21,Jarno TrulliTRU,Minardi Hart,7,DNF,0
NC,10,David CoulthardCOU,McLaren Mercedes,1,DNF,0
NC,9,Mika HakkinenHAK,McLaren Mercedes,1,DNF,0
NC,1,Damon HillHIL,Arrows Yamaha,1,DNF,0
NC,2,Pedro DinizDIN,Arrows Yamaha,0,DNF,0
