Pos,No,Driver,Car,Laps,Time/retired,Pts
1,5,Michael SchumacherMSC,Ferrari,54,1:17:40.646,10
2,7,Jean AlesiALE,Benetton Renault,54,+2.565s,6
3,12,Giancarlo FisichellaFIS,Jordan Peugeot,54,+3.219s,4
4,4,Heinz-Harald FrentzenFRE,Williams Renault,54,+3.768s,3
5,16,Johnny HerbertHER,Sauber Petronas,54,+4.716s,2
6,15,Shinji NakanoNAK,Prost Mugen Honda,54,+36.701s,1
7,10,David CoulthardCOU,McLaren Mercedes,54,+37.753s,0
8,2,Pedro DinizDIN,Arrows Yamaha,53,+1 lap,0
9,1,Damon HillHIL,Arrows Yamaha,53,+1 lap,0
10,17,Gianni MorbidelliMOR,Sauber Petronas,53,+1 lap,0
11,14,Olivier PanisPAN,Prost Mugen Honda,51,DNF,0
NC,19,Mika SaloSAL,Tyrrell Ford,46,DNF,0
NC,18,Jos VerstappenVER,Tyrrell Ford,42,DNF,0
NC,8,Alexander WurzWUR,Benetton Renault,35,DNF,0
NC,22,Rubens BarrichelloBAR,Stewart Ford,33,DNF,0
NC,21,Jarno TrulliTRU,Minardi Hart,32,DNF,0
NC,11,Ralf SchumacherRSC,Jordan Peugeot,14,DNF,0
NC,20,Ukyo KatayamaKAT,Minardi Hart,5,DNF,0
NC,3,Jacques VilleneuveVIL,Williams Renault,1,DNF,0
NC,6,Eddie IrvineIRV,Ferrari,0,DNF,0
NC,9,Mika HakkinenHAK,McLaren Mercedes,0,DNF,0
NC,23,Jan MagnussenMAG,Stewart Ford,0,DNF,0
