Stops,No,Driver,Car,Lap,Time of day,Time,Total
1,16,Eddie  CheeverCHE,Renault,35,,,
1,15,Alain ProstPRO,Renault,41,,,
1,6,Riccardo PatresePAT,Brabham BMW,39,,,
1,22,Andrea de CesarisDEC,Alfa Romeo,38,,,
1,23,Mauro BaldiBAL,Alfa Romeo,35,,,
1,1,Keke RosbergROS,Williams Honda,40,,,
1,42,Jonathan  PalmerPAL,Williams Honda,43,,,
1,28,Rene ArnouxARN,Ferrari,38,,,
1,9,Manfred WinkelhockWIN,ATS BMW,37,,,
1,12,Nigel MansellMAN,Lotus Ford,42,,,
1,35,Derek WarwickWAR,Toleman Hart,40,,,
1,40,Stefan JohanssonJOH,Spirit Honda,38,,,
1,27,Patrick TambayTAM,Ferrari,43,,,
1,36,Bruno GiacomelliGIA,Toleman Hart,43,,,
