Stops,No,Driver,Car,Lap,Time of day,Time,Total
1,28,Rene ArnouxARN,Ferrari,29,,,
1,36,Bruno GiacomelliGIA,Toleman Hart,31,,,
1,15,Alain ProstPRO,Renault,19,,,
1,2,Jacques LaffiteLAF,Williams Honda,32,,,
1,22,Andrea de CesarisDEC,Alfa Romeo,29,,,
1,1,Keke RosbergROS,Williams Honda,29,,,
