Stops,No,Driver,Car,Lap,Time of day,Time,Total
1,11,Elio de AngelisDEA,Lotus Ford,18,,,
1,28,Rene ArnouxARN,Ferrari,19,,,
1,36,Bruno GiacomelliGIA,Toleman Hart,20,,,
1,35,Derek WarwickWAR,Toleman Hart,22,,,
1,27,Patrick TambayTAM,Ferrari,21,,,
1,1,Keke RosbergROS,Williams Honda,20,,,
1,12,Nigel MansellMAN,Lotus Ford,23,,,
1,22,Andrea de CesarisDEC,Alfa Romeo,19,,,
1,2,Jacques LaffiteLAF,Williams Honda,22,,,
1,16,Eddie  CheeverCHE,Renault,20,,,
1,15,Alain ProstPRO,Renault,23,,,
1,5,Nelson PiquetPIQ,Brabham BMW,24,,,
