Stops,No,Driver,Car,Lap,Time of day,Time,Total
1,9,Manfred WinkelhockWIN,ATS BMW,39,,,
1,7,John WatsonWAT,McLaren TAG,43,,,
1,36,Bruno GiacomelliGIA,Toleman Hart,26,,,
1,35,Derek WarwickWAR,Toleman Hart,32,,,
1,40,Stefan JohanssonJOH,Spirit Honda,35,,,
1,26,Raul BoeselBOE,Ligier Ford,26,,,
1,27,Patrick TambayTAM,Ferrari,42,,,
1,28,Rene ArnouxARN,Ferrari,39,,,
1,16,Eddie  CheeverCHE,Renault,38,,,
1,1,Keke RosbergROS,Williams Honda,42,,,
1,6,Riccardo PatresePAT,Brabham BMW,40,,,
1,2,Jacques LaffiteLAF,Williams Honda,26,,,
1,23,Mauro BaldiBAL,Alfa Romeo,33,,,
