Pos,No,Driver,Car,Time
1,7,Alain ProstPRO,McLaren TAG,1:47.012
2,11,Elio de AngelisDEA,Lotus Renault,1:47.065
3,16,Derek WarwickWAR,Renault,1:48.382
4,15,Patrick TambayTAM,Renault,1:48.425
5,1,Nelson PiquetPIQ,Brabham BMW,1:48.584
6,27,Michele AlboretoALB,Ferrari,1:48.847
7,8,Niki LaudaLAU,McLaren TAG,1:48.912
8,2,Teo FabiFAB,Brabham BMW,1:49.302
9,19,Ayrton SennaSEN,Toleman Hart,1:49.395
10,28,Rene ArnouxARN,Ferrari,1:49.857
11,26,Andrea de CesarisDEC,Ligier Renault,1:50.117
12,5,Jacques LaffiteLAF,Williams Honda,1:50.511
13,14,Manfred WinkelhockWIN,ATS BMW,1:50.686
14,17,Marc SurerSUR,Arrows BMW,1:51.475
15,18,Thierry BoutsenBOU,Arrows BMW,1:51.551
16,12,Nigel MansellMAN,Lotus Renault,1:51.715
17,25,Francois HesnaultHES,Ligier Renault,1:51.872
18,23,Eddie  CheeverCHE,Alfa Romeo,1:51.950
19,6,Keke RosbergROS,Williams Honda,1:52.003
20,22,Riccardo PatresePAT,Alfa Romeo,1:52.769
21,24,Piercarlo GhinzaniGHI,Osella Alfa Romeo,1:54.546
22,9,Philippe AlliotALL,RAM Hart,1:55.505
23,30,Jo GartnerGAR,Osella Alfa Romeo,1:55.594
24,21,Huub RothengatterROT,Spirit Hart,1:56.112
25,10,Jonathan  PalmerPAL,RAM Hart,1:56.797
