Pos,No,Driver,Car,Time,Gap,Laps
1,44,Lewis HamiltonHAM,Mercedes,1:09.515,,42
2,77,Valtteri BottasBOT,Mercedes,1:09.563,+0.048s,45
3,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:09.743,+0.228s,37
4,5,Sebastian VettelVET,Ferrari,1:09.875,+0.360s,48
5,33,Max VerstappenVER,Red Bull Racing TAG Heuer,1:09.886,+0.371s,38
6,7,Kimi RäikkönenRAI,Ferrari,1:10.117,+0.602s,45
7,31,Esteban OconOCO,Force India Mercedes,1:10.306,+0.791s,49
8,19,Felipe MassaMAS,Williams Mercedes,1:10.373,+0.858s,42
9,27,Nico HulkenbergHUL,Renault,1:10.396,+0.881s,39
10,14,Fernando AlonsoALO,McLaren Honda,1:10.655,+1.140s,31
11,55,Carlos SainzSAI,Renault,1:10.685,+1.170s,42
12,11,Sergio PerezPER,Force India Mercedes,1:10.695,+1.180s,43
13,2,Stoffel VandoorneVAN,McLaren Honda,1:10.902,+1.387s,38
14,18,Lance StrollSTR,Williams Mercedes,1:11.064,+1.549s,44
15,8,Romain GrosjeanGRO,Haas Ferrari,1:11.300,+1.785s,39
16,10,Pierre GaslyGAS,Toro Rosso,1:11.422,+1.907s,44
17,28,Brendon HartleyHAR,Toro Rosso,1:11.821,+2.306s,54
18,94,Pascal WehrleinWEH,Sauber Ferrari,1:11.857,+2.342s,43
19,9,Marcus EricssonERI,Sauber Ferrari,1:11.989,+2.474s,17
20,50,Antonio GiovinazziGIO,Haas Ferrari,1:12.417,+2.902s,37
