Pos,No,Driver,Car,Time,Gap,Laps
1,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:17.801,,26
2,44,Lewis HamiltonHAM,Mercedes,1:17.932,+0.131s,40
3,33,Max VerstappenVER,Red Bull Racing TAG Heuer,1:17.964,+0.163s,17
4,5,Sebastian VettelVET,Ferrari,1:18.051,+0.250s,35
5,7,Kimi RäikkönenRAI,Ferrari,1:18.142,+0.341s,40
6,77,Valtteri BottasBOT,Mercedes,1:18.299,+0.498s,43
7,14,Fernando AlonsoALO,McLaren Honda,1:18.508,+0.707s,26
8,11,Sergio PerezPER,Force India Mercedes,1:18.728,+0.927s,41
9,27,Nico HulkenbergHUL,Renault,1:18.775,+0.974s,19
10,31,Esteban OconOCO,Force India Mercedes,1:18.822,+1.021s,42
11,55,Carlos SainzSAI,Renault,1:19.060,+1.259s,30
12,19,Felipe MassaMAS,Williams Mercedes,1:19.206,+1.405s,37
13,28,Brendon HartleyHAR,Toro Rosso,1:19.423,+1.622s,40
14,18,Lance StrollSTR,Williams Mercedes,1:19.524,+1.723s,42
15,2,Stoffel VandoorneVAN,McLaren Honda,1:19.844,+2.043s,32
16,94,Pascal WehrleinWEH,Sauber Ferrari,1:20.306,+2.505s,38
17,20,Kevin MagnussenMAG,Haas Ferrari,1:20.318,+2.517s,35
18,9,Marcus EricssonERI,Sauber Ferrari,1:20.362,+2.561s,38
19,10,Pierre GaslyGAS,Toro Rosso,1:21.745,+3.944s,10
20,8,Romain GrosjeanGRO,Haas Ferrari,1:25.526,+7.725s,3
