Pos,No,Driver,Car,Time,Gap,Laps
1,77,Valtteri BottasBOT,Mercedes,1:28.496,,31
2,44,Lewis HamiltonHAM,Mercedes,1:28.543,+0.047s,35
3,7,Kimi RäikkönenRAI,Ferrari,1:28.828,+0.332s,36
4,5,Sebastian VettelVET,Ferrari,1:28.956,+0.460s,36
5,33,Max VerstappenVER,Red Bull Racing TAG Heuer,1:29.098,+0.602s,32
6,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:29.586,+1.090s,35
7,27,Nico HulkenbergHUL,Renault,1:29.936,+1.440s,37
8,19,Felipe MassaMAS,Williams Mercedes,1:30.006,+1.510s,36
9,14,Fernando AlonsoALO,McLaren Honda,1:30.238,+1.742s,28
10,31,Esteban OconOCO,Force India Mercedes,1:30.383,+1.887s,42
11,55,Carlos SainzSAI,Toro Rosso,1:30.555,+2.059s,26
12,26,Daniil KvyatKVY,Toro Rosso,1:30.562,+2.066s,34
13,11,Sergio PerezPER,Force India Mercedes,1:30.624,+2.128s,43
14,8,Romain GrosjeanGRO,Haas Ferrari,1:30.661,+2.165s,33
15,18,Lance StrollSTR,Williams Mercedes,1:30.695,+2.199s,37
16,2,Stoffel VandoorneVAN,McLaren Honda,1:30.782,+2.286s,31
17,20,Kevin MagnussenMAG,Haas Ferrari,1:30.835,+2.339s,33
18,30,Jolyon PalmerPAL,Renault,1:30.879,+2.383s,25
19,9,Marcus EricssonERI,Sauber Ferrari,1:31.616,+3.120s,27
20,94,Pascal WehrleinWEH,Sauber Ferrari,1:31.929,+3.433s,30
