Pos,No,Driver,Car,Time,Gap,Laps
1,44,Lewis HamiltonHAM,Mercedes,1:05.483,,30
2,5,Sebastian VettelVET,Ferrari,1:05.630,+0.147s,50
3,77,Valtteri BottasBOT,Mercedes,1:05.699,+0.216s,41
4,33,Max VerstappenVER,Red Bull Racing TAG Heuer,1:05.832,+0.349s,33
5,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:05.873,+0.390s,27
6,7,Kimi RäikkönenRAI,Ferrari,1:06.144,+0.661s,54
7,20,Kevin MagnussenMAG,Haas Ferrari,1:06.591,+1.108s,43
8,14,Fernando AlonsoALO,McLaren Honda,1:06.732,+1.249s,27
9,27,Nico HulkenbergHUL,Renault,1:06.735,+1.252s,42
10,8,Romain GrosjeanGRO,Haas Ferrari,1:06.763,+1.280s,52
11,31,Esteban OconOCO,Force India Mercedes,1:06.849,+1.366s,50
12,2,Stoffel VandoorneVAN,McLaren Honda,1:06.859,+1.376s,37
13,26,Daniil KvyatKVY,Toro Rosso,1:06.906,+1.423s,34
14,19,Felipe MassaMAS,Williams Mercedes,1:07.065,+1.582s,50
15,55,Carlos SainzSAI,Toro Rosso,1:07.100,+1.617s,24
16,18,Lance StrollSTR,Williams Mercedes,1:07.468,+1.985s,46
17,11,Sergio PerezPER,Force India Mercedes,1:07.509,+2.026s,41
18,30,Jolyon PalmerPAL,Renault,1:07.623,+2.140s,7
19,94,Pascal WehrleinWEH,Sauber Ferrari,1:08.782,+3.299s,49
20,9,Marcus EricssonERI,Sauber Ferrari,1:08.870,+3.387s,51
