Pos,No,Driver,Car,Time,Gap,Laps
1,44,Lewis HamiltonHAM,Mercedes,1:34.668,,26
2,33,Max VerstappenVER,Red Bull Racing TAG Heuer,1:35.065,+0.397s,30
3,5,Sebastian VettelVET,Ferrari,1:35.192,+0.524s,11
4,77,Valtteri BottasBOT,Mercedes,1:35.279,+0.611s,39
5,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:35.463,+0.795s,24
6,7,Kimi RäikkönenRAI,Ferrari,1:35.514,+0.846s,29
7,14,Fernando AlonsoALO,McLaren Honda,1:36.304,+1.636s,28
8,19,Felipe MassaMAS,Williams Mercedes,1:36.460,+1.792s,30
9,11,Sergio PerezPER,Force India Mercedes,1:36.481,+1.813s,28
10,31,Esteban OconOCO,Force India Mercedes,1:36.490,+1.822s,34
11,55,Carlos SainzSAI,Renault,1:36.529,+1.861s,30
12,27,Nico HulkenbergHUL,Renault,1:36.534,+1.866s,18
13,26,Daniil KvyatKVY,Toro Rosso,1:36.761,+2.093s,40
14,20,Kevin MagnussenMAG,Haas Ferrari,1:37.285,+2.617s,17
15,2,Stoffel VandoorneVAN,McLaren Honda,1:37.463,+2.795s,31
16,18,Lance StrollSTR,Williams Mercedes,1:37.788,+3.120s,27
17,39,Brendon HartleyHAR,Toro Rosso,1:37.987,+3.319s,41
18,94,Pascal WehrleinWEH,Sauber Ferrari,1:38.165,+3.497s,35
19,9,Marcus EricssonERI,Sauber Ferrari,1:38.262,+3.594s,22
20,8,Romain GrosjeanGRO,Haas Ferrari,1:38.387,+3.719s,26
