Pos,No,Driver,Car,Time,Gap,Laps
1,44,Lewis HamiltonHAM,Mercedes,1:48.719,,4
2,31,Esteban OconOCO,Force India Mercedes,1:49.518,+0.799s,3
3,11,Sergio PerezPER,Force India Mercedes,1:51.345,+2.626s,3
4,19,Felipe MassaMAS,Williams Mercedes,1:52.146,+3.427s,3
5,18,Lance StrollSTR,Williams Mercedes,1:52.343,+3.624s,4
6,7,Kimi RäikkönenRAI,Ferrari,,,1
7,27,Nico HulkenbergHUL,Renault,,,1
8,30,Jolyon PalmerPAL,Renault,,,1
9,9,Marcus EricssonERI,Sauber Ferrari,,,3
10,5,Sebastian VettelVET,Ferrari,,,1
11,14,Fernando AlonsoALO,McLaren Honda,,,2
12,94,Pascal WehrleinWEH,Sauber Ferrari,,,2
13,55,Carlos SainzSAI,Toro Rosso,,,1
14,2,Stoffel VandoorneVAN,McLaren Honda,,,1
