Pos,No,Driver,Car,Time,Gap,Laps
1,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:40.852,,33
2,33,Max VerstappenVER,Red Bull Racing TAG Heuer,1:41.408,+0.556s,28
3,44,Lewis HamiltonHAM,Mercedes,1:41.555,+0.703s,36
4,77,Valtteri BottasBOT,Mercedes,1:42.104,+1.252s,35
5,27,Nico HulkenbergHUL,Renault,1:42.448,+1.596s,33
6,2,Stoffel VandoorneVAN,McLaren Honda,1:42.501,+1.649s,34
7,14,Fernando AlonsoALO,McLaren Honda,1:42.788,+1.936s,32
8,11,Sergio PerezPER,Force India Mercedes,1:42.826,+1.974s,35
9,7,Kimi RäikkönenRAI,Ferrari,1:42.835,+1.983s,30
10,31,Esteban OconOCO,Force India Mercedes,1:43.054,+2.202s,34
11,5,Sebastian VettelVET,Ferrari,1:43.104,+2.252s,33
12,55,Carlos SainzSAI,Toro Rosso,1:43.236,+2.384s,38
13,26,Daniil KvyatKVY,Toro Rosso,1:43.608,+2.756s,32
14,30,Jolyon PalmerPAL,Renault,1:43.795,+2.943s,32
15,19,Felipe MassaMAS,Williams Mercedes,1:43.836,+2.984s,32
16,18,Lance StrollSTR,Williams Mercedes,1:44.301,+3.449s,32
17,20,Kevin MagnussenMAG,Haas Ferrari,1:44.417,+3.565s,32
18,8,Romain GrosjeanGRO,Haas Ferrari,1:44.928,+4.076s,29
19,94,Pascal WehrleinWEH,Sauber Ferrari,1:45.673,+4.821s,34
20,9,Marcus EricssonERI,Sauber Ferrari,1:45.721,+4.869s,35
