Pos,No,Driver,Car,Time,Gap,Laps
1,44,Lewis HamiltonHAM,Mercedes,1:37.877,,39
2,5,Sebastian VettelVET,Ferrari,1:38.026,+0.149s,37
3,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:38.180,+0.303s,34
4,7,Kimi RäikkönenRAI,Ferrari,1:38.352,+0.475s,35
5,77,Valtteri BottasBOT,Mercedes,1:38.537,+0.660s,33
6,33,Max VerstappenVER,Red Bull Racing TAG Heuer,1:38.894,+1.017s,34
7,11,Sergio PerezPER,Force India Mercedes,1:39.323,+1.446s,33
8,31,Esteban OconOCO,Force India Mercedes,1:39.333,+1.456s,36
9,27,Nico HulkenbergHUL,Renault,1:39.529,+1.652s,41
10,14,Fernando AlonsoALO,McLaren Honda,1:39.559,+1.682s,28
11,19,Felipe MassaMAS,Williams Mercedes,1:39.635,+1.758s,36
12,2,Stoffel VandoorneVAN,McLaren Honda,1:39.671,+1.794s,31
13,55,Carlos SainzSAI,Renault,1:40.201,+2.324s,38
14,18,Lance StrollSTR,Williams Mercedes,1:40.329,+2.452s,30
15,10,Pierre GaslyGAS,Toro Rosso,1:40.694,+2.817s,39
16,20,Kevin MagnussenMAG,Haas Ferrari,1:41.128,+3.251s,31
17,94,Pascal WehrleinWEH,Sauber Ferrari,1:41.270,+3.393s,43
18,9,Marcus EricssonERI,Sauber Ferrari,1:41.302,+3.425s,40
19,28,Brendon HartleyHAR,Toro Rosso,1:41.496,+3.619s,39
20,8,Romain GrosjeanGRO,Haas Ferrari,1:41.560,+3.683s,12
