Pos,No,Driver,Car,Time,Gap,Laps
1,33,Max VerstappenVER,Red Bull Racing TAG Heuer,1:43.362,,36
2,77,Valtteri BottasBOT,Mercedes,1:43.462,+0.100s,32
3,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:43.473,+0.111s,34
4,7,Kimi RäikkönenRAI,Ferrari,1:43.489,+0.127s,35
5,5,Sebastian VettelVET,Ferrari,1:43.615,+0.253s,35
6,18,Lance StrollSTR,Williams Mercedes,1:44.113,+0.751s,27
7,11,Sergio PerezPER,Force India Mercedes,1:44.306,+0.944s,34
8,26,Daniil KvyatKVY,Toro Rosso,1:44.321,+0.959s,27
9,31,Esteban OconOCO,Force India Mercedes,1:44.484,+1.122s,37
10,44,Lewis HamiltonHAM,Mercedes,1:44.525,+1.163s,23
11,19,Felipe MassaMAS,Williams Mercedes,1:44.609,+1.247s,33
12,14,Fernando AlonsoALO,McLaren Honda,1:45.515,+2.153s,15
13,55,Carlos SainzSAI,Toro Rosso,1:45.733,+2.371s,34
14,20,Kevin MagnussenMAG,Haas Ferrari,1:45.831,+2.469s,33
15,27,Nico HulkenbergHUL,Renault,1:46.003,+2.641s,29
16,30,Jolyon PalmerPAL,Renault,1:46.061,+2.699s,17
17,2,Stoffel VandoorneVAN,McLaren Honda,1:46.174,+2.812s,28
18,94,Pascal WehrleinWEH,Sauber Ferrari,1:47.150,+3.788s,25
19,9,Marcus EricssonERI,Sauber Ferrari,1:47.347,+3.985s,25
20,8,Romain GrosjeanGRO,Haas Ferrari,1:47.722,+4.360s,22
