Pos,No,Driver,Car,Q1,Q2,Q3,Laps
1,16,Charles LeclercLEC,Ferrari,1:21.280,1:21.208,1:20.161,14
2,1,Max VerstappenVER,Red Bull Racing RBPT,1:20.922,1:21.265,1:20.306,16
3,55,Carlos SainzSAI,Ferrari,1:21.348,1:20.878,1:20.429,13
4,11,Sergio PerezPER,Red Bull Racing RBPT,1:21.495,1:21.358,1:21.206,15
5,44,Lewis HamiltonHAM,Mercedes,1:22.048,1:21.708,1:21.524,17
6,63,George RussellRUS,Mercedes,1:21.785,1:21.747,1:21.542,17
7,4,Lando NorrisNOR,McLaren Mercedes,1:22.130,1:21.831,1:21.584,19
8,3,Daniel RicciardoRIC,McLaren Mercedes,1:22.139,1:21.855,1:21.925,20
9,10,Pierre GaslyGAS,AlphaTauri RBPT,1:22.010,1:22.062,1:22.648,18
10,14,Fernando AlonsoALO,Alpine Renault,1:22.089,1:21.861,,17
11,31,Esteban OconOCO,Alpine Renault,1:22.166,1:22.130,,12
12,77,Valtteri BottasBOT,Alfa Romeo Ferrari,1:22.254,1:22.235,,12
13,45,Nyck De VriesDEV,Williams Mercedes,1:22.567,1:22.471,,13
14,24,Zhou GuanyuZHO,Alfa Romeo Ferrari,1:22.003,1:22.577,,12
15,22,Yuki TsunodaTSU,AlphaTauri RBPT,1:22.020,,,6
16,6,Nicholas LatifiLAT,Williams Mercedes,1:22.587,,,7
17,5,Sebastian VettelVET,Aston Martin Aramco Mercedes,1:22.636,,,7
18,18,Lance StrollSTR,Aston Martin Aramco Mercedes,1:22.748,,,9
19,20,Kevin MagnussenMAG,Haas Ferrari,1:22.908,,,10
20,47,Mick SchumacherMSC,Haas Ferrari,1:23.005,,,9
