Pos,No,Driver,Car,Q1,Q2,Q3,Laps
1,55,Carlos SainzSAI,Ferrari,1:40.190,1:41.602,1:40.983,26
2,1,Max VerstappenVER,Red Bull Racing RBPT,1:39.129,1:40.655,1:41.055,24
3,16,Charles LeclercLEC,Ferrari,1:39.846,1:41.247,1:41.298,26
4,11,Sergio PerezPER,Red Bull Racing RBPT,1:40.521,1:42.513,1:41.616,26
5,44,Lewis HamiltonHAM,Mercedes,1:40.428,1:41.062,1:41.995,23
6,4,Lando NorrisNOR,McLaren Mercedes,1:41.515,1:41.821,1:42.084,26
7,14,Fernando AlonsoALO,Alpine Renault,1:41.598,1:42.209,1:42.116,23
8,63,George RussellRUS,Mercedes,1:40.028,1:41.725,1:42.161,23
9,24,Zhou GuanyuZHO,Alfa Romeo Ferrari,1:40.791,1:42.640,1:42.719,28
10,6,Nicholas LatifiLAT,Williams Mercedes,1:41.998,1:43.273,2:03.095,24
11,10,Pierre GaslyGAS,AlphaTauri RBPT,1:41.680,1:43.702,,19
12,77,Valtteri BottasBOT,Alfa Romeo Ferrari,1:41.396,1:44.232,,20
13,22,Yuki TsunodaTSU,AlphaTauri RBPT,1:41.893,1:44.311,,19
14,3,Daniel RicciardoRIC,McLaren Mercedes,1:41.933,1:44.355,,18
15,31,Esteban OconOCO,Alpine Renault,1:41.730,1:45.190,,17
16,23,Alexander AlbonALB,Williams Mercedes,1:42.078,,,11
17,20,Kevin MagnussenMAG,Haas Ferrari,1:42.159,,,11
18,5,Sebastian VettelVET,Aston Martin Aramco Mercedes,1:42.666,,,9
19,47,Mick SchumacherMSC,Haas Ferrari,1:42.708,,,11
20,18,Lance StrollSTR,Aston Martin Aramco Mercedes,1:43.430,,,10
