Pos,No,Driver,Car,Q1,Q2,Q3,Laps
1,16,Charles LeclercLEC,Ferrari,1:31.727,1:31.216,1:30.872,17
2,1,Max VerstappenVER,Red Bull Racing RBPT,1:31.891,1:31.990,1:31.176,14
3,11,Sergio PerezPER,Red Bull Racing RBPT,1:32.354,1:32.120,1:31.335,20
4,44,Lewis HamiltonHAM,Mercedes,1:33.041,1:32.274,1:31.765,19
5,4,Lando NorrisNOR,McLaren Mercedes,1:32.672,1:32.777,1:32.032,14
6,63,George RussellRUS,Mercedes,1:33.109,1:32.633,1:32.131,20
7,14,Fernando AlonsoALO,Alpine Renault,1:32.819,1:32.631,1:32.552,17
8,22,Yuki TsunodaTSU,AlphaTauri RBPT,1:33.394,1:32.836,1:32.780,20
9,55,Carlos SainzSAI,Ferrari,1:32.297,1:31.081,DNF,10
10,20,Kevin MagnussenMAG,Haas Ferrari,1:32.756,1:32.649,,9
11,3,Daniel RicciardoRIC,McLaren Mercedes,1:33.404,1:32.922,,12
12,31,Esteban OconOCO,Alpine Renault,1:33.346,1:33.048,,12
13,77,Valtteri BottasBOT,Alfa Romeo Ferrari,1:33.034,1:33.052,,13
14,5,Sebastian VettelVET,Aston Martin Aramco Mercedes,1:33.285,1:33.276,,15
15,23,Alexander AlbonALB,Williams Mercedes,1:33.423,1:33.307,,11
16,10,Pierre GaslyGAS,AlphaTauri RBPT,1:33.439,,,7
17,18,Lance StrollSTR,Aston Martin Aramco Mercedes,1:33.439,,,9
18,24,Zhou GuanyuZHO,Alfa Romeo Ferrari,1:33.674,,,8
19,47,Mick SchumacherMSC,Haas Ferrari,1:33.701,,,9
20,6,Nicholas LatifiLAT,Williams Mercedes,1:33.794,,,6
