Pos,No,Driver,Car,Q1,Q2,Q3,Laps
1,1,Max VerstappenVER,Red Bull Racing RBPT,1:32.219,1:23.746,1:21.299,30
2,14,Fernando AlonsoALO,Alpine Renault,1:32.277,1:24.848,1:21.944,29
3,55,Carlos SainzSAI,Ferrari,1:32.781,1:25.197,1:22.096,29
4,44,Lewis HamiltonHAM,Mercedes,1:33.841,1:25.543,1:22.891,31
5,20,Kevin MagnussenMAG,Haas Ferrari,1:32.957,1:26.254,1:22.960,31
6,47,Mick SchumacherMSC,Haas Ferrari,1:33.707,1:25.684,1:23.356,31
7,31,Esteban OconOCO,Alpine Renault,1:33.012,1:26.135,1:23.529,30
8,63,George RussellRUS,Mercedes,1:33.160,1:24.950,1:23.557,30
9,3,Daniel RicciardoRIC,McLaren Mercedes,1:33.636,1:26.375,1:23.749,30
10,24,Zhou GuanyuZHO,Alfa Romeo Ferrari,1:33.692,1:26.116,1:24.030,31
11,77,Valtteri BottasBOT,Alfa Romeo Ferrari,1:33.689,1:26.788,,21
12,23,Alexander AlbonALB,Williams Mercedes,1:34.047,1:26.858,,21
13,11,Sergio PerezPER,Red Bull Racing RBPT,1:33.929,1:33.127,,14
14,4,Lando NorrisNOR,McLaren Mercedes,1:34.066,DNF,,15
15,16,Charles LeclercLEC,Ferrari,1:33.008,,,10
16,10,Pierre GaslyGAS,AlphaTauri RBPT,1:34.492,,,11
17,5,Sebastian VettelVET,Aston Martin Aramco Mercedes,1:34.512,,,12
18,18,Lance StrollSTR,Aston Martin Aramco Mercedes,1:35.532,,,11
19,6,Nicholas LatifiLAT,Williams Mercedes,1:35.660,,,11
20,22,Yuki TsunodaTSU,AlphaTauri RBPT,1:36.575,,,4
