Pos,No,Driver,Car,Q1,Q2,Q3,Laps
1,55,Carlos SainzSAI,Ferrari,1:35.297,1:35.590,1:34.356,14
2,16,Charles LeclercLEC,Ferrari,1:35.795,1:35.246,1:34.421,14
3,1,Max VerstappenVER,Red Bull Racing RBPT,1:35.864,1:35.294,1:34.448,15
4,11,Sergio PerezPER,Red Bull Racing RBPT,1:36.163,1:35.864,1:34.645,12
5,44,Lewis HamiltonHAM,Mercedes,1:36.148,1:35.732,1:34.947,18
6,63,George RussellRUS,Mercedes,1:36.195,1:35.692,1:34.988,19
7,18,Lance StrollSTR,Aston Martin Aramco Mercedes,1:36.860,1:36.032,1:35.598,15
8,4,Lando NorrisNOR,McLaren Mercedes,1:36.465,1:36.341,1:35.690,18
9,14,Fernando AlonsoALO,Alpine Renault,1:36.446,1:35.988,1:35.876,17
10,77,Valtteri BottasBOT,Alfa Romeo Ferrari,1:36.746,1:36.321,1:36.319,18
11,23,Alexander AlbonALB,Williams Mercedes,1:36.932,1:36.368,,15
12,5,Sebastian VettelVET,Aston Martin Aramco Mercedes,1:36.695,1:36.398,,12
13,10,Pierre GaslyGAS,AlphaTauri RBPT,1:36.577,1:36.740,,11
14,24,Zhou GuanyuZHO,Alfa Romeo Ferrari,1:36.656,1:36.970,,15
15,22,Yuki TsunodaTSU,AlphaTauri RBPT,1:36.808,1:37.147,,12
16,20,Kevin MagnussenMAG,Haas Ferrari,1:36.949,,,8
17,3,Daniel RicciardoRIC,McLaren Mercedes,1:37.046,,,6
18,31,Esteban OconOCO,Alpine Renault,1:37.068,,,6
19,47,Mick SchumacherMSC,Haas Ferrari,1:37.111,,,8
20,6,Nicholas LatifiLAT,Williams Mercedes,1:37.244,,,8
