Pos,No,Driver,Car,Time
1,2,Lewis HamiltonHAM,McLaren Mercedes,1:15.707
2,1,Fernando AlonsoALO,McLaren Mercedes,1:16.163
3,9,Nick HeidfeldHEI,Sauber BMW,1:16.266
4,6,Kimi RäikkönenRAI,Ferrari,1:16.411
5,5,Felipe MassaMAS,Ferrari,1:16.570
6,15,Mark WebberWEB,Red Bull Renault,1:16.913
7,16,Nico RosbergROS,Williams Toyota,1:16.919
8,10,Robert KubicaKUB,Sauber BMW,1:16.993
9,3,Giancarlo FisichellaFIS,Renault,1:17.229
10,12,Jarno TrulliTRU,Toyota,1:17.747
11,22,Takuma SatoSAT,Super Aguri Honda,1:16.743
12,18,Vitantonio LiuzziLIU,STR Ferrari,1:16.760
13,8,Rubens BarrichelloBAR,Honda,1:17.116
14,14,David CoulthardCOU,Red Bull Renault,1:17.304
15,7,Jenson ButtonBUT,Honda,1:17.541
16,19,Scott SpeedSPE,STR Ferrari,1:17.571
17,23,Anthony DavidsonDAV,Super Aguri Honda,1:17.542
18,11,Ralf SchumacherRSC,Toyota,1:17.634
19,17,Alexander WurzWUR,Williams Toyota,1:18.089
20,20,Adrian SutilSUT,Spyker Ferrari,1:18.536
21,21,Christijan AlbersALB,Spyker Ferrari,1:19.196
22,4,Heikki KovalainenKOV,Renault,1:17.806
