Pos,No,Driver,Car,Time
1,6,Kimi RäikkönenRAI,Ferrari,1:31.450
2,1,Fernando AlonsoALO,McLaren Mercedes,1:31.741
3,5,Felipe MassaMAS,Ferrari,1:31.778
4,9,Nick HeidfeldHEI,Sauber BMW,1:31.840
5,10,Robert KubicaKUB,Sauber BMW,1:32.123
6,15,Mark WebberWEB,Red Bull Renault,1:32.476
7,4,Heikki KovalainenKOV,Renault,1:32.478
8,12,Jarno TrulliTRU,Toyota,1:32.501
9,11,Ralf SchumacherRSC,Toyota,1:32.570
10,2,Lewis HamiltonHAM,McLaren Mercedes,1:33.833
11,16,Nico RosbergROS,Williams Toyota,1:31.978
12,17,Alexander WurzWUR,Williams Toyota,1:31.996
13,3,Giancarlo FisichellaFIS,Renault,1:32.010
14,8,Rubens BarrichelloBAR,Honda,1:32.221
15,23,Anthony DavidsonDAV,Super Aguri Honda,1:32.451
16,22,Takuma SatoSAT,Super Aguri Honda,1:32.838
17,7,Jenson ButtonBUT,Honda,1:32.983
18,19,Scott SpeedSPE,STR Ferrari,1:33.038
19,18,Vitantonio LiuzziLIU,STR Ferrari,1:33.148
20,14,David CoulthardCOU,Red Bull Renault,1:33.151
21,20,Adrian SutilSUT,Spyker Ferrari,1:34.500
22,21,Markus WinkelhockWIN,Spyker Ferrari,1:35.940
