Pos,No,Driver,Car,Time
1,1,Fernando AlonsoALO,McLaren Mercedes,1:15.726
2,2,Lewis HamiltonHAM,McLaren Mercedes,1:15.905
3,5,Felipe MassaMAS,Ferrari,1:15.967
4,3,Giancarlo FisichellaFIS,Renault,1:16.285
5,16,Nico RosbergROS,Williams Toyota,1:16.439
6,15,Mark WebberWEB,Red Bull Renault,1:16.784
7,9,Nick HeidfeldHEI,Sauber BMW,1:16.832
8,10,Robert KubicaKUB,Sauber BMW,1:16.955
9,8,Rubens BarrichelloBAR,Honda,1:17.498
10,7,Jenson ButtonBUT,Honda,1:17.939
11,17,Alexander WurzWUR,Williams Toyota,1:16.662
12,18,Vitantonio LiuzziLIU,STR Ferrari,1:16.703
13,14,David CoulthardCOU,Red Bull Renault,1:16.319
14,12,Jarno TrulliTRU,Toyota,1:16.988
15,4,Heikki KovalainenKOV,Renault,1:17.125
16,6,Kimi RäikkönenRAI,Ferrari,
17,23,Anthony DavidsonDAV,Super Aguri Honda,1:18.250
18,19,Scott SpeedSPE,STR Ferrari,1:18.390
19,20,Adrian SutilSUT,Spyker Ferrari,1:18.418
20,11,Ralf SchumacherRSC,Toyota,1:18.539
21,22,Takuma SatoSAT,Super Aguri Honda,1:18.554
22,21,Christijan AlbersALB,Spyker Ferrari,
