Pos,No,Driver,Car,Time
1,2,Lewis HamiltonHAM,McLaren Mercedes,1:19.781
2,9,Nick HeidfeldHEI,Sauber BMW,1:20.259
3,6,Kimi RäikkönenRAI,Ferrari,1:20.410
4,16,Nico RosbergROS,Williams Toyota,1:20.632
5,11,Ralf SchumacherRSC,Toyota,1:20.714
6,1,Fernando AlonsoALO,McLaren Mercedes,1:19.674
7,10,Robert KubicaKUB,Sauber BMW,1:20.876
8,12,Jarno TrulliTRU,Toyota,1:21.206
9,15,Mark WebberWEB,Red Bull Renault,1:21.256
10,14,David CoulthardCOU,Red Bull Renault,1:20.718
11,4,Heikki KovalainenKOV,Renault,1:20.779
12,17,Alexander WurzWUR,Williams Toyota,1:20.865
13,3,Giancarlo FisichellaFIS,Renault,1:21.079
14,5,Felipe MassaMAS,Ferrari,1:21.021
15,23,Anthony DavidsonDAV,Super Aguri Honda,1:21.127
16,18,Vitantonio LiuzziLIU,STR Ferrari,1:21.993
17,7,Jenson ButtonBUT,Honda,1:21.737
18,8,Rubens BarrichelloBAR,Honda,1:21.877
19,22,Takuma SatoSAT,Super Aguri Honda,1:22.143
20,19,Sebastian VettelVET,STR Ferrari,1:22.177
21,20,Adrian SutilSUT,Spyker Ferrari,1:22.737
22,21,Sakon YamamotoYAM,Spyker Ferrari,1:23.774
