Pos,No,Driver,Car,Time
1,5,Felipe MassaMAS,Ferrari,1:15.034
2,2,Lewis HamiltonHAM,McLaren Mercedes,1:15.104
3,6,Kimi RäikkönenRAI,Ferrari,1:15.257
4,10,Robert KubicaKUB,Sauber BMW,1:15.493
5,3,Giancarlo FisichellaFIS,Renault,1:15.674
6,4,Heikki KovalainenKOV,Renault,1:15.826
7,9,Nick HeidfeldHEI,Sauber BMW,1:15.900
8,12,Jarno TrulliTRU,Toyota,1:15.935
9,16,Nico RosbergROS,Williams Toyota,1:16.328
10,1,Fernando AlonsoALO,McLaren Mercedes,
11,11,Ralf SchumacherRSC,Toyota,1:15.534
12,7,Jenson ButtonBUT,Honda,1:15.584
13,8,Rubens BarrichelloBAR,Honda,1:15.761
14,15,Mark WebberWEB,Red Bull Renault,1:15.806
15,19,Scott SpeedSPE,STR Ferrari,1:16.049
16,14,David CoulthardCOU,Red Bull Renault,
17,18,Vitantonio LiuzziLIU,STR Ferrari,1:16.142
18,17,Alexander WurzWUR,Williams Toyota,1:16.241
19,23,Anthony DavidsonDAV,Super Aguri Honda,1:16.366
20,21,Christijan AlbersALB,Spyker Ferrari,1:17.826
21,20,Adrian SutilSUT,Spyker Ferrari,1:17.915
22,22,Takuma SatoSAT,Super Aguri Honda,1:16.244
