Pos,No,Driver,Car,Time
1,5,Felipe MassaMAS,Ferrari,1:32.652
2,2,Lewis HamiltonHAM,McLaren Mercedes,1:32.935
3,6,Kimi RäikkönenRAI,Ferrari,1:33.131
4,1,Fernando AlonsoALO,McLaren Mercedes,1:33.192
5,9,Nick HeidfeldHEI,Sauber BMW,1:33.404
6,10,Robert KubicaKUB,Sauber BMW,1:33.710
7,3,Giancarlo FisichellaFIS,Renault,1:34.056
8,15,Mark WebberWEB,Red Bull Renault,1:34.106
9,12,Jarno TrulliTRU,Toyota,1:34.154
10,16,Nico RosbergROS,Williams Toyota,1:34.399
11,17,Alexander WurzWUR,Williams Toyota,1:32.915
12,4,Heikki KovalainenKOV,Renault,1:32.935
13,23,Anthony DavidsonDAV,Super Aguri Honda,1:33.082
14,11,Ralf SchumacherRSC,Toyota,1:33.294
15,8,Rubens BarrichelloBAR,Honda,1:33.624
16,7,Jenson ButtonBUT,Honda,1:33.731
17,22,Takuma SatoSAT,Super Aguri Honda,1:33.984
18,18,Vitantonio LiuzziLIU,STR Ferrari,1:34.024
19,19,Scott SpeedSPE,STR Ferrari,1:34.333
20,20,Adrian SutilSUT,Spyker Ferrari,1:35.280
21,14,David CoulthardCOU,Red Bull Renault,1:35.341
22,21,Christijan AlbersALB,Spyker Ferrari,1:35.533
