Pos,No,Driver,Car,Time
1,2,Lewis HamiltonHAM,McLaren Mercedes,1:35.908
2,6,Kimi RäikkönenRAI,Ferrari,1:36.044
3,5,Felipe MassaMAS,Ferrari,1:36.221
4,1,Fernando AlonsoALO,McLaren Mercedes,1:36.576
5,14,David CoulthardCOU,Red Bull Renault,1:37.619
6,11,Ralf SchumacherRSC,Toyota,1:38.013
7,15,Mark WebberWEB,Red Bull Renault,1:38.153
8,9,Nick HeidfeldHEI,Sauber BMW,1:38.455
9,10,Robert KubicaKUB,Sauber BMW,1:38.472
10,7,Jenson ButtonBUT,Honda,1:39.285
11,18,Vitantonio LiuzziLIU,STR Ferrari,1:36.862
12,12,Jarno TrulliTRU,Toyota,1:36.959
13,4,Heikki KovalainenKOV,Renault,1:36.991
14,23,Anthony DavidsonDAV,Super Aguri Honda,1:37.247
15,16,Nico RosbergROS,Williams Toyota,1:37.483
16,8,Rubens BarrichelloBAR,Honda,1:37.251
17,19,Sebastian VettelVET,STR Ferrari,1:36.891
18,3,Giancarlo FisichellaFIS,Renault,1:37.290
19,17,Alexander WurzWUR,Williams Toyota,1:37.456
20,22,Takuma SatoSAT,Super Aguri Honda,1:38.218
21,20,Adrian SutilSUT,Spyker Ferrari,1:38.668
22,21,Sakon YamamotoYAM,Spyker Ferrari,1:39.336
