Pos,No,Driver,Car,Time
1,5,Felipe MassaMAS,Ferrari,1:35.043
2,1,Fernando AlonsoALO,McLaren Mercedes,1:35.310
3,6,Kimi RäikkönenRAI,Ferrari,1:35.479
4,2,Lewis HamiltonHAM,McLaren Mercedes,1:36.045
5,9,Nick HeidfeldHEI,Sauber BMW,1:36.543
6,16,Nico RosbergROS,Williams Toyota,1:36.829
7,10,Robert KubicaKUB,Sauber BMW,1:36.896
8,12,Jarno TrulliTRU,Toyota,1:36.902
9,11,Ralf SchumacherRSC,Toyota,1:37.078
10,15,Mark WebberWEB,Red Bull Renault,1:37.345
11,4,Heikki KovalainenKOV,Renault,1:35.630
12,3,Giancarlo FisichellaFIS,Renault,1:35.706
13,14,David CoulthardCOU,Red Bull Renault,1:35.766
14,22,Takuma SatoSAT,Super Aguri Honda,1:35.945
15,7,Jenson ButtonBUT,Honda,1:36.088
16,18,Vitantonio LiuzziLIU,STR Ferrari,1:36.145
17,19,Scott SpeedSPE,STR Ferrari,1:36.578
18,23,Anthony DavidsonDAV,Super Aguri Honda,1:36.816
19,17,Alexander WurzWUR,Williams Toyota,1:37.326
20,21,Christijan AlbersALB,Spyker Ferrari,1:38.279
21,20,Adrian SutilSUT,Spyker Ferrari,1:38.415
22,8,Rubens BarrichelloBAR,Honda,1:36.827
