Pos,No,Driver,Car,Time
1,6,Kimi RäikkönenRAI,Ferrari,1:26.072
2,1,Fernando AlonsoALO,McLaren Mercedes,1:26.493
3,9,Nick HeidfeldHEI,Sauber BMW,1:26.556
4,2,Lewis HamiltonHAM,McLaren Mercedes,1:26.755
5,10,Robert KubicaKUB,Sauber BMW,1:27.347
6,3,Giancarlo FisichellaFIS,Renault,1:27.634
7,15,Mark WebberWEB,Red Bull Renault,1:27.934
8,12,Jarno TrulliTRU,Toyota,1:28.404
9,11,Ralf SchumacherRSC,Toyota,1:28.692
10,22,Takuma SatoSAT,Super Aguri Honda,1:28.871
11,23,Anthony DavidsonDAV,Super Aguri Honda,1:26.909
12,16,Nico RosbergROS,Williams Toyota,1:26.914
13,4,Heikki KovalainenKOV,Renault,1:26.964
14,7,Jenson ButtonBUT,Honda,1:27.264
15,17,Alexander WurzWUR,Williams Toyota,1:27.393
16,8,Rubens BarrichelloBAR,Honda,1:27.679
17,19,Scott SpeedSPE,STR Ferrari,1:28.305
18,14,David CoulthardCOU,Red Bull Renault,1:28.579
19,18,Vitantonio LiuzziLIU,STR Ferrari,1:29.267
20,20,Adrian SutilSUT,Spyker Ferrari,1:29.339
21,21,Christijan AlbersALB,Spyker Ferrari,1:31.932
22,5,Felipe MassaMAS,Ferrari,
