Pos,No,Driver,Car,Time
1,5,Felipe MassaMAS,Ferrari,1:27.329
2,2,Lewis HamiltonHAM,McLaren Mercedes,1:27.373
3,6,Kimi RäikkönenRAI,Ferrari,1:27.546
4,1,Fernando AlonsoALO,McLaren Mercedes,1:27.574
5,10,Robert KubicaKUB,Sauber BMW,1:27.722
6,9,Nick HeidfeldHEI,Sauber BMW,1:28.037
7,4,Heikki KovalainenKOV,Renault,1:28.491
8,16,Nico RosbergROS,Williams Toyota,1:28.501
9,12,Jarno TrulliTRU,Toyota,1:28.740
10,3,Giancarlo FisichellaFIS,Renault,1:29.322
11,23,Anthony DavidsonDAV,Super Aguri Honda,1:28.002
12,15,Mark WebberWEB,Red Bull Renault,1:28.013
13,14,David CoulthardCOU,Red Bull Renault,1:28.100
14,17,Alexander WurzWUR,Williams Toyota,1:28.390
15,18,Vitantonio LiuzziLIU,STR Ferrari,1:28.798
16,11,Ralf SchumacherRSC,Toyota,1:28.809
17,22,Takuma SatoSAT,Super Aguri Honda,1:28.953
18,19,Sebastian VettelVET,STR Ferrari,1:29.408
19,20,Adrian SutilSUT,Spyker Ferrari,1:29.861
20,21,Sakon YamamotoYAM,Spyker Ferrari,1:31.479
21,7,Jenson ButtonBUT,Honda,1:28.220
22,8,Rubens BarrichelloBAR,Honda,1:28.188
