Pos,No,Driver,Car,Time
1,2,Lewis HamiltonHAM,McLaren Mercedes,1:12.331
2,1,Fernando AlonsoALO,McLaren Mercedes,1:12.500
3,5,Felipe MassaMAS,Ferrari,1:12.703
4,6,Kimi RäikkönenRAI,Ferrari,1:12.839
5,9,Nick HeidfeldHEI,Sauber BMW,1:12.847
6,4,Heikki KovalainenKOV,Renault,1:13.308
7,10,Sebastian VettelVET,Sauber BMW,1:13.513
8,12,Jarno TrulliTRU,Toyota,1:13.789
9,15,Mark WebberWEB,Red Bull Renault,1:13.871
10,3,Giancarlo FisichellaFIS,Renault,1:13.953
11,14,David CoulthardCOU,Red Bull Renault,1:12.873
12,11,Ralf SchumacherRSC,Toyota,1:12.920
13,7,Jenson ButtonBUT,Honda,1:12.998
14,16,Nico RosbergROS,Williams Toyota,1:13.060
15,8,Rubens BarrichelloBAR,Honda,1:13.201
16,23,Anthony DavidsonDAV,Super Aguri Honda,1:13.259
17,17,Alexander WurzWUR,Williams Toyota,1:13.441
18,22,Takuma SatoSAT,Super Aguri Honda,1:13.477
19,18,Vitantonio LiuzziLIU,STR Ferrari,1:13.484
20,19,Scott SpeedSPE,STR Ferrari,1:13.712
21,20,Adrian SutilSUT,Spyker Ferrari,1:14.122
22,21,Christijan AlbersALB,Spyker Ferrari,1:14.597
