Pos,No,Driver,Car,Time
1,6,Kimi RäikkönenRAI,Ferrari,1:45.994
2,5,Felipe MassaMAS,Ferrari,1:46.011
3,1,Fernando AlonsoALO,McLaren Mercedes,1:46.091
4,2,Lewis HamiltonHAM,McLaren Mercedes,1:46.406
5,16,Nico RosbergROS,Williams Toyota,1:47.334
6,9,Nick HeidfeldHEI,Sauber BMW,1:47.409
7,15,Mark WebberWEB,Red Bull Renault,1:47.524
8,12,Jarno TrulliTRU,Toyota,1:47.798
9,4,Heikki KovalainenKOV,Renault,1:48.505
10,11,Ralf SchumacherRSC,Toyota,1:46.618
11,14,David CoulthardCOU,Red Bull Renault,1:46.800
12,7,Jenson ButtonBUT,Honda,1:46.955
13,18,Vitantonio LiuzziLIU,STR Ferrari,1:47.115
14,10,Robert KubicaKUB,Sauber BMW,1:46.996
15,17,Alexander WurzWUR,Williams Toyota,1:47.394
16,19,Sebastian VettelVET,STR Ferrari,1:47.581
17,8,Rubens BarrichelloBAR,Honda,1:47.954
18,22,Takuma SatoSAT,Super Aguri Honda,1:47.980
19,20,Adrian SutilSUT,Spyker Ferrari,1:48.044
20,23,Anthony DavidsonDAV,Super Aguri Honda,1:48.199
21,21,Sakon YamamotoYAM,Spyker Ferrari,1:49.577
22,3,Giancarlo FisichellaFIS,Renault,1:46.603
