Pos,No,Driver,Car,Time
1,1,Fernando AlonsoALO,McLaren Mercedes,1:21.997
2,2,Lewis HamiltonHAM,McLaren Mercedes,1:22.034
3,5,Felipe MassaMAS,Ferrari,1:22.549
4,9,Nick HeidfeldHEI,Sauber BMW,1:23.174
5,6,Kimi RäikkönenRAI,Ferrari,1:23.183
6,10,Robert KubicaKUB,Sauber BMW,1:23.446
7,4,Heikki KovalainenKOV,Renault,1:24.102
8,16,Nico RosbergROS,Williams Toyota,1:24.382
9,12,Jarno TrulliTRU,Toyota,1:24.555
10,7,Jenson ButtonBUT,Honda,1:25.165
11,15,Mark WebberWEB,Red Bull Renault,1:23.166
12,8,Rubens BarrichelloBAR,Honda,1:23.176
13,17,Alexander WurzWUR,Williams Toyota,1:23.209
14,23,Anthony DavidsonDAV,Super Aguri Honda,1:23.274
15,3,Giancarlo FisichellaFIS,Renault,1:23.325
16,19,Sebastian VettelVET,STR Ferrari,1:23.351
17,22,Takuma SatoSAT,Super Aguri Honda,1:23.749
18,11,Ralf SchumacherRSC,Toyota,1:23.787
19,18,Vitantonio LiuzziLIU,STR Ferrari,1:23.886
20,14,David CoulthardCOU,Red Bull Renault,1:24.019
21,20,Adrian SutilSUT,Spyker Ferrari,1:24.699
22,21,Sakon YamamotoYAM,Spyker Ferrari,1:25.084
