Pos,No,Driver,Car,Time
1,5,Felipe MassaMAS,Ferrari,1:21.421
2,1,Fernando AlonsoALO,McLaren Mercedes,1:21.451
3,6,Kimi RäikkönenRAI,Ferrari,1:21.723
4,2,Lewis HamiltonHAM,McLaren Mercedes,1:21.785
5,10,Robert KubicaKUB,Sauber BMW,1:22.253
6,12,Jarno TrulliTRU,Toyota,1:22.324
7,9,Nick HeidfeldHEI,Sauber BMW,1:22.389
8,4,Heikki KovalainenKOV,Renault,1:22.568
9,14,David CoulthardCOU,Red Bull Renault,1:22.749
10,3,Giancarlo FisichellaFIS,Renault,1:22.881
11,16,Nico RosbergROS,Williams Toyota,1:21.968
12,8,Rubens BarrichelloBAR,Honda,1:22.097
13,22,Takuma SatoSAT,Super Aguri Honda,1:22.115
14,7,Jenson ButtonBUT,Honda,1:22.120
15,23,Anthony DavidsonDAV,Super Aguri Honda,
16,18,Vitantonio LiuzziLIU,STR Ferrari,
17,11,Ralf SchumacherRSC,Toyota,1:22.666
18,17,Alexander WurzWUR,Williams Toyota,1:22.769
19,15,Mark WebberWEB,Red Bull Renault,1:23.398
20,20,Adrian SutilSUT,Spyker Ferrari,1:23.811
21,21,Christijan AlbersALB,Spyker Ferrari,1:23.990
22,19,Scott SpeedSPE,STR Ferrari,
