Pos,No,Driver,Car,Time
1,2,Lewis HamiltonHAM,McLaren Mercedes,1:25.368
2,1,Fernando AlonsoALO,McLaren Mercedes,1:25.438
3,6,Kimi RäikkönenRAI,Ferrari,1:25.516
4,5,Felipe MassaMAS,Ferrari,1:25.765
5,9,Nick HeidfeldHEI,Sauber BMW,1:26.505
6,7,Jenson ButtonBUT,Honda,1:26.913
7,15,Mark WebberWEB,Red Bull Renault,1:26.914
8,19,Sebastian VettelVET,STR Ferrari,1:26.973
9,10,Robert KubicaKUB,Sauber BMW,1:27.225
10,3,Giancarlo FisichellaFIS,Renault,1:26.033
11,4,Heikki KovalainenKOV,Renault,1:26.232
12,14,David CoulthardCOU,Red Bull Renault,1:26.247
13,12,Jarno TrulliTRU,Toyota,1:26.253
14,18,Vitantonio LiuzziLIU,STR Ferrari,1:26.948
15,11,Ralf SchumacherRSC,Toyota,
16,16,Nico RosbergROS,Williams Toyota,1:26.728
17,8,Rubens BarrichelloBAR,Honda,1:27.323
18,17,Alexander WurzWUR,Williams Toyota,1:27.454
19,23,Anthony DavidsonDAV,Super Aguri Honda,1:27.564
20,20,Adrian SutilSUT,Spyker Ferrari,1:28.628
21,22,Takuma SatoSAT,Super Aguri Honda,1:28.792
22,21,Sakon YamamotoYAM,Spyker Ferrari,1:29.668
