Pos,No,Driver,Car,Time
1,5,Felipe MassaMAS,Ferrari,1:11.931
2,2,Lewis HamiltonHAM,McLaren Mercedes,1:12.082
3,6,Kimi RäikkönenRAI,Ferrari,1:12.322
4,1,Fernando AlonsoALO,McLaren Mercedes,1:12.356
5,15,Mark WebberWEB,Red Bull Renault,1:12.928
6,9,Nick HeidfeldHEI,Sauber BMW,1:13.081
7,10,Robert KubicaKUB,Sauber BMW,1:13.129
8,12,Jarno TrulliTRU,Toyota,1:13.195
9,14,David CoulthardCOU,Red Bull Renault,1:13.272
10,16,Nico RosbergROS,Williams Toyota,1:13.477
11,8,Rubens BarrichelloBAR,Honda,1:12.932
12,3,Giancarlo FisichellaFIS,Renault,1:12.968
13,19,Sebastian VettelVET,STR Ferrari,1:13.058
14,18,Vitantonio LiuzziLIU,STR Ferrari,1:13.251
15,11,Ralf SchumacherRSC,Toyota,1:13.315
16,7,Jenson ButtonBUT,Honda,1:13.469
17,4,Heikki KovalainenKOV,Renault,1:14.078
18,22,Takuma SatoSAT,Super Aguri Honda,1:14.098
19,17,Kazuki NakajimaNAK,Williams Toyota,1:14.417
20,23,Anthony DavidsonDAV,Super Aguri Honda,1:14.596
21,20,Adrian SutilSUT,Spyker Ferrari,1:15.217
22,21,Sakon YamamotoYAM,Spyker Ferrari,1:15.487
