Pos,No,Driver,Car,Time
1,2,Lewis HamiltonHAM,McLaren Mercedes,1:19.997
2,6,Kimi RäikkönenRAI,Ferrari,1:20.099
3,1,Fernando AlonsoALO,McLaren Mercedes,1:20.147
4,5,Felipe MassaMAS,Ferrari,1:20.265
5,10,Robert KubicaKUB,Sauber BMW,1:20.401
6,11,Ralf SchumacherRSC,Toyota,1:20.516
7,4,Heikki KovalainenKOV,Renault,1:20.721
8,3,Giancarlo FisichellaFIS,Renault,1:20.775
9,9,Nick HeidfeldHEI,Sauber BMW,1:20.894
10,12,Jarno TrulliTRU,Toyota,1:21.240
11,15,Mark WebberWEB,Red Bull Renault,1:20.235
12,14,David CoulthardCOU,Red Bull Renault,1:20.329
13,17,Alexander WurzWUR,Williams Toyota,1:20.350
14,8,Rubens BarrichelloBAR,Honda,1:20.364
15,19,Scott SpeedSPE,STR Ferrari,1:20.515
16,18,Vitantonio LiuzziLIU,STR Ferrari,1:20.823
17,16,Nico RosbergROS,Williams Toyota,1:21.219
18,7,Jenson ButtonBUT,Honda,1:21.335
19,23,Anthony DavidsonDAV,Super Aguri Honda,1:21.448
20,20,Adrian SutilSUT,Spyker Ferrari,1:22.019
21,21,Christijan AlbersALB,Spyker Ferrari,1:22.589
