Pos,No,Driver,Car,Lap,Time
1,12,Ayrton SennaSEN,McLaren Honda,53,1:24.973
2,11,Alain ProstPRO,McLaren Honda,46,1:25.045
3,20,Thierry BoutsenBOU,Benetton Ford,42,1:26.193
4,14,Philippe StreiffSTR,AGS Ford,41,1:26.554
5,19,Alessandro NanniniNAN,Benetton Ford,13,1:26.713
6,28,Gerhard BergerBER,Ferrari,6,1:26.947
7,1,Nelson PiquetPIQ,Lotus Honda,36,1:27.038
8,30,Philippe AlliotALL,Lola Ford,65,1:27.068
9,22,Andrea de CesarisDEC,Rial Ford,28,1:27.224
10,5,Nigel MansellMAN,Williams Judd,25,1:27.275
11,27,Michele AlboretoALB,Ferrari,5,1:27.282
12,24,Luis Perez-SalaPER,Minardi Ford,54,1:27.316
13,33,Stefano ModenaMOD,Euro Brun Ford,65,1:27.549
14,16,Ivan CapelliCAP,March Judd,61,1:27.614
15,3,Jonathan  PalmerPAL,Tyrrell Ford,43,1:28.108
16,6,Riccardo PatresePAT,Williams Judd,27,1:28.175
17,31,Gabriele TarquiniTAR,Coloni Ford,50,1:28.206
18,17,Derek WarwickWAR,Arrows Megatron,47,1:28.234
19,25,Rene ArnouxARN,Ligier Judd,26,1:28.586
20,15,Mauricio GugelminGUG,March Judd,49,1:28.750
21,26,Stefan JohanssonJOH,Ligier Judd,24,1:28.850
22,18,Eddie  CheeverCHE,Arrows Megatron,11,1:29.115
23,9,Piercarlo GhinzaniGHI,Zakspeed,49,1:29.202
24,2,Satoru NakajimaNAK,Lotus Honda,30,1:29.317
25,32,Oscar LarrauriLAR,Euro Brun Ford,5,1:30.049
