Pos,No,Driver,Car,Laps,Time/retired,Pts
1,1,Jim ClarkCLA,Lotus BRM,108,2:09:40.100,9
2,8,Jochen RindtRIN,Cooper Maserati,107,+1 lap,6
3,7,John SurteesSUR,Cooper Maserati,107,+1 lap,4
4,19,Jo SiffertSIF,Cooper Maserati,105,+3 laps,3
5,17,Bruce McLarenMCL,McLaren Ford,105,+3 laps,2
6,2,Peter  Arundell ARU,Lotus Climax,101,+7 laps,1
NC,10,Innes IrelandIRE,BRM,96,DNF,0
NC,12,Richie GintherGIN,Honda,81,+27 laps,0
NC,18,Mike SpenceSPE,Lotus BRM,74,DNF,0
NC,14,Ronnie BucknumBUC,Honda,58,DNF,0
NC,22,Jo BonnierBON,Cooper Maserati,57,+51 laps,0
NC,5,Jack BrabhamBRA,Brabham Repco,55,DNF,0
NC,4,Jackie StewartSTE,BRM,53,DNF,0
NC,3,Graham HillHIL,BRM,52,DNF,0
NC,9,Lorenzo BandiniBAN,Ferrari,34,DNF,0
NC,6,Denny HulmeHUL,Brabham Repco,18,DNF,0
NC,15,Dan GurneyGUR,Eagle Weslake,13,DNF,0
NC,11,Pedro RodriguezROD,Lotus BRM,13,DNF,0
DQ,16,Bob BondurantBON,Eagle Weslake,5,DSQ,0
