Pos,No,Driver,Car,Laps,Time/retired,Pts
1,7,John SurteesSUR,Cooper Maserati,65,2:06:35.340,9
2,5,Jack BrabhamBRA,Brabham Repco,65,+7.880s,6
3,6,Denny HulmeHUL,Brabham Repco,64,+1 lap,4
4,12,Richie GintherGIN,Honda,64,+1 lap,3
5,15,Dan GurneyGUR,Eagle Climax,64,+1 lap,2
6,22,Jo BonnierBON,Cooper Maserati,63,+2 laps,1
7,2,Peter  Arundell ARU,Lotus BRM,61,+4 laps,0
8,14,Ronnie BucknumBUC,Honda,60,+5 laps,0
NC,11,Pedro RodriguezROD,Lotus Climax,49,DNF,0
NC,17,Bruce McLarenMCL,McLaren Ford,40,DNF,0
NC,19,Jo SiffertSIF,Cooper Maserati,33,DNF,0
NC,8,Jochen RindtRIN,Cooper Maserati,32,DNF,0
NC,10,Innes IrelandIRE,BRM,28,DNF,0
NC,4,Jackie StewartSTE,BRM,26,DNF,0
NC,16,Bob BondurantBON,Eagle Weslake,24,DNF,0
NC,3,Graham HillHIL,BRM,18,DNF,0
NC,9,Moises SolanaSOL,Cooper Maserati,9,DNF,0
NC,1,Jim ClarkCLA,Lotus BRM,9,DNF,0
