Pos,No,Driver,Car,Laps,Time/retired,Pts
1,6,Ludovico ScarfiottiSCA,Ferrari,68,1:47:14.800,9
2,4,Mike  Parkes PAR,Ferrari,68,+5.800s,6
3,12,Denny HulmeHUL,Brabham Repco,68,+6.100s,4
4,16,Jochen RindtRIN,Cooper Maserati,67,+1 lap,3
5,42,Mike SpenceSPE,Lotus BRM,67,+1 lap,2
6,40,Bob AndersonAND,Brabham Climax,66,+2 laps,1
7,48,Bob BondurantBON,BRM,65,+3 laps,0
8,24,Peter  Arundell ARU,Lotus BRM,63,DNF,0
9,20,Giacomo RussoRUS,Lotus Climax,63,+5 laps,0
NC,44,Giancarlo BaghettiBAG,Ferrari,59,+9 laps,0
NC,22,Jim ClarkCLA,Lotus BRM,58,DNF,0
NC,36,Jo SiffertSIF,Cooper Maserati,46,DNF,0
NC,2,Lorenzo BandiniBAN,Ferrari,33,DNF,0
NC,14,John SurteesSUR,Cooper Maserati,31,DNF,0
NC,18,Richie GintherGIN,Honda,16,DNF,0
NC,30,Dan GurneyGUR,Eagle Weslake,7,DNF,0
NC,10,Jack BrabhamBRA,Brabham Repco,7,DNF,0
NC,28,Jackie StewartSTE,BRM,5,DNF,0
NC,38,Jo BonnierBON,Cooper Maserati,3,DNF,0
NC,26,Graham HillHIL,BRM,0,DNF,0
