Pos,No,Driver,Car,Laps,Time/retired,Pts
1,12,Jackie StewartSTE,BRM,100,2:33:10.500,9
2,16,Lorenzo BandiniBAN,Ferrari,100,+40.200s,6
3,11,Graham HillHIL,BRM,99,+1 lap,4
4,19,Bob BondurantBON,BRM,95,+5 laps,3
NC,9,Richie GintherGIN,Cooper Maserati,80,DNF,0
NC,21,Guy  Ligier LIG,Cooper Maserati,75,+25 laps,0
NC,18,Jo BonnierBON,Cooper Maserati,73,+27 laps,0
NC,4,Jim ClarkCLA,Lotus Climax,60,DNF,0
NC,10,Jochen RindtRIN,Cooper Maserati,56,DNF,0
NC,14,Jo SiffertSIF,Brabham BRM,35,DNF,0
NC,6,Mike SpenceSPE,Lotus BRM,34,DNF,0
NC,7,Jack BrabhamBRA,Brabham Repco,17,DNF,0
NC,17,John SurteesSUR,Ferrari,16,DNF,0
NC,8,Denny HulmeHUL,Brabham Climax,15,DNF,0
NC,2,Bruce McLarenMCL,McLaren Ford,9,DNF,0
NC,15,Bob AndersonAND,Brabham Climax,3,DNF,0
