Pos,No,Driver,Car,Time,Gap
1,23,Pierluigi MartiniMAR,Minardi Ford,1:23.209,
2,28,Gerhard BergerBER,Ferrari,1:24.111,+0.902s
3,1,Ayrton SennaSEN,McLaren Honda,1:24.398,+1.189s
4,8,Stefano ModenaMOD,Brabham Judd,1:24.494,+1.285s
5,7,Martin BrundleBRU,Brabham Judd,1:24.581,+1.372s
6,37,Jyrki JarvilehtoJAR,Onyx Ford,1:24.805,+1.596s
7,16,Ivan CapelliCAP,March Judd,1:24.838,+1.629s
8,6,Riccardo PatresePAT,Williams Renault,1:24.945,+1.736s
9,2,Alain ProstPRO,McLaren Honda,1:25.040,+1.831s
10,30,Philippe AlliotALL,Lola Lamborghini,1:25.282,+2.073s
11,24,Luis Perez-SalaPER,Minardi Ford,1:25.507,+2.298s
12,4,Jean AlesiALE,Tyrrell Ford,1:25.517,+2.308s
13,26,Olivier GrouillardGRO,Ligier Ford,1:25.565,+2.356s
14,15,Mauricio GugelminGUG,March Judd,1:25.640,+2.431s
15,20,Emanuele PirroPIR,Benetton Ford,1:25.650,+2.441s
16,9,Derek WarwickWAR,Arrows Ford,1:25.710,+2.501s
17,3,Jonathan  PalmerPAL,Tyrrell Ford,1:25.782,+2.573s
18,5,Thierry BoutsenBOU,Williams Renault,1:25.837,+2.628s
19,11,Nelson PiquetPIQ,Lotus Judd,1:25.950,+2.741s
20,22,Andrea de CesarisDEC,Dallara Ford,1:25.979,+2.770s
21,10,Eddie  CheeverCHE,Arrows Ford,1:25.990,+2.781s
22,12,Satoru NakajimaNAK,Lotus Judd,1:25.991,+2.782s
23,21,Alex CaffiCAF,Dallara Ford,1:26.256,+3.047s
24,19,Alessandro NanniniNAN,Benetton Ford,1:26.838,+3.629s
25,18,Piercarlo GhinzaniGHI,Osella Ford,1:27.283,+4.074s
26,17,Nicola LariniLAR,Osella Ford,1:27.728,+4.519s
27,39,Pierre Henri RaphanelRAP,Rial Ford,1:28.625,+5.416s
28,25,Rene ArnouxARN,Ligier Ford,1:28.644,+5.435s
29,38,Gregor FoitekFOI,Rial Ford,1:28.909,+5.700s
