Pos,No,Driver,Car,Time,Gap
1,5,Nigel MansellMAN,Williams Judd,1:59.042,
2,19,Alessandro NanniniNAN,Benetton Ford,1:59.339,+0.297s
3,4,Julian BaileyBAI,Tyrrell Ford,2:00.978,+1.936s
4,17,Derek WarwickWAR,Arrows Megatron,2:01.328,+2.286s
5,36,Alex CaffiCAF,Dallara Ford,2:01.593,+2.551s
6,15,Mauricio GugelminGUG,March Judd,2:01.609,+2.567s
7,12,Ayrton SennaSEN,McLaren Honda,2:01.880,+2.838s
8,18,Eddie  CheeverCHE,Arrows Megatron,2:01.962,+2.920s
9,24,Luis Perez-SalaPER,Minardi Ford,2:02.617,+3.575s
10,20,Thierry BoutsenBOU,Benetton Ford,2:02.673,+3.631s
11,23,Pierluigi MartiniMAR,Minardi Ford,2:02.923,+3.881s
12,32,Oscar LarrauriLAR,Euro Brun Ford,2:03.343,+4.301s
13,31,Gabriele TarquiniTAR,Coloni Ford,2:03.371,+4.329s
14,16,Ivan CapelliCAP,March Judd,2:03.695,+4.653s
15,27,Michele AlboretoALB,Ferrari,2:04.021,+4.979s
16,33,Stefano ModenaMOD,Euro Brun Ford,2:04.168,+5.126s
17,25,Rene ArnouxARN,Ligier Judd,2:04.530,+5.488s
18,3,Jonathan  PalmerPAL,Tyrrell Ford,2:04.534,+5.492s
19,10,Bernd SchneiderSCH,Zakspeed,2:05.080,+6.038s
20,29,Yannick DalmasDAL,Lola Ford,2:05.354,+6.312s
21,21,Nicola LariniLAR,Osella,2:05.626,+6.584s
22,14,Philippe StreiffSTR,AGS Ford,2:06.796,+7.754s
23,9,Piercarlo GhinzaniGHI,Zakspeed,2:06.953,+7.911s
24,28,Gerhard BergerBER,Ferrari,2:07.824,+8.782s
25,22,Andrea de CesarisDEC,Rial Ford,2:12.244,+13.202s
26,26,Stefan JohanssonJOH,Ligier Judd,2:15.217,+16.175s
27,30,Philippe AlliotALL,Lola Ford,2:18.753,+19.711s
28,6,Riccardo PatresePAT,Williams Judd,36:27.539,
29,11,Alain ProstPRO,McLaren Honda,37:30.425,
