Pos,No,Driver,Car,Time,Gap
1,11,Alain ProstPRO,McLaren Honda,1:44.620,
2,12,Ayrton SennaSEN,McLaren Honda,1:44.848,+0.228s
3,27,Michele AlboretoALB,Ferrari,1:45.706,+1.086s
4,5,Nigel MansellMAN,Williams Judd,1:45.803,+1.183s
5,15,Mauricio GugelminGUG,March Judd,1:46.152,+1.532s
6,2,Satoru NakajimaNAK,Lotus Honda,1:46.532,+1.912s
7,28,Gerhard BergerBER,Ferrari,1:46.553,+1.933s
8,6,Riccardo PatresePAT,Williams Judd,1:46.975,+2.355s
9,20,Thierry BoutsenBOU,Benetton Ford,1:47.149,+2.529s
10,19,Alessandro NanniniNAN,Benetton Ford,1:47.180,+2.560s
11,16,Ivan CapelliCAP,March Judd,1:47.200,+2.580s
12,18,Eddie  CheeverCHE,Arrows Megatron,1:47.694,+3.074s
13,30,Philippe AlliotALL,Lola Ford,1:47.767,+3.147s
14,17,Derek WarwickWAR,Arrows Megatron,1:47.797,+3.177s
15,1,Nelson PiquetPIQ,Lotus Honda,1:48.547,+3.927s
16,22,Andrea de CesarisDEC,Rial Ford,1:48.847,+4.227s
17,36,Alex CaffiCAF,Dallara Ford,1:49.099,+4.479s
18,14,Philippe StreiffSTR,AGS Ford,1:49.525,+4.905s
19,23,Pierluigi MartiniMAR,Minardi Ford,1:49.587,+4.967s
20,9,Piercarlo GhinzaniGHI,Zakspeed,1:49.989,+5.369s
21,29,Aguri SuzukiSUZ,Lola Ford,1:50.281,+5.661s
22,21,Nicola LariniLAR,Osella,1:50.288,+5.668s
23,24,Luis Perez-SalaPER,Minardi Ford,1:50.564,+5.944s
24,3,Jonathan  PalmerPAL,Tyrrell Ford,1:50.862,+6.242s
25,32,Oscar LarrauriLAR,Euro Brun Ford,1:50.942,+6.322s
26,10,Bernd SchneiderSCH,Zakspeed,1:51.097,+6.477s
27,33,Stefano ModenaMOD,Euro Brun Ford,1:51.141,+6.521s
28,4,Julian BaileyBAI,Tyrrell Ford,1:51.196,+6.576s
29,26,Stefan JohanssonJOH,Ligier Judd,1:51.536,+6.916s
30,25,Rene ArnouxARN,Ligier Judd,1:51.600,+6.980s
31,31,Gabriele TarquiniTAR,Coloni Ford,1:52.234,+7.614s
