Pos,No,Driver,Car,Time,Gap,Laps
1,33,Max VerstappenVER,Red Bull Racing TAG Heuer,1:13.085,,18
2,44,Lewis HamiltonHAM,Mercedes,1:13.111,+0.026s,39
3,77,Valtteri BottasBOT,Mercedes,1:13.190,+0.105s,39
4,5,Sebastian VettelVET,Ferrari,1:13.310,+0.225s,46
5,7,Kimi RäikkönenRAI,Ferrari,1:13.427,+0.342s,41
6,8,Romain GrosjeanGRO,Haas Ferrari,1:13.973,+0.888s,34
7,20,Kevin MagnussenMAG,Haas Ferrari,1:14.189,+1.104s,36
8,16,Charles LeclercLEC,Sauber Ferrari,1:14.374,+1.289s,41
9,27,Nico HulkenbergHUL,Renault,1:14.496,+1.411s,31
10,31,Esteban OconOCO,Force India Mercedes,1:14.508,+1.423s,39
11,11,Sergio PerezPER,Force India Mercedes,1:14.552,+1.467s,38
12,55,Carlos SainzSAI,Renault,1:14.592,+1.507s,43
13,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:14.682,+1.597s,36
14,9,Marcus EricssonERI,Sauber Ferrari,1:14.783,+1.698s,38
15,10,Pierre GaslyGAS,Scuderia Toro Rosso Honda,1:14.793,+1.708s,44
16,28,Brendon HartleyHAR,Scuderia Toro Rosso Honda,1:14.830,+1.745s,45
17,14,Fernando AlonsoALO,McLaren Renault,1:14.836,+1.751s,38
18,18,Lance StrollSTR,Williams Mercedes,1:15.269,+2.184s,36
19,35,Sergey SirotkinSIR,Williams Mercedes,1:15.408,+2.323s,41
20,2,Stoffel VandoorneVAN,McLaren Renault,1:15.454,+2.369s,34
